adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 74",35.1,2/3,1550000,1,3,2014,53.32745,50.315906
"Россия, Самара, Подшипниковая улица, 12",44.0,4/5,2650000,2,5,1968,53.208958,50.163623
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 8",64.0,3/5,1900000,3,5,1981,53.10873,50.079721
"Россия, Самара, улица Водников, 44",64.0,5/5,4200000,3,5,1981,53.183015,50.078149
"Россия, Самара, улица Маршала Устинова, 3",43.7,2/3,2150000,2,3,2010,53.322055,50.311109
"Россия, Самара, улица Тухачевского, 40А, подъезд 3",73.0,13/25,4015000,2,12,1985,53.189728,50.14802
"Россия, Самара, Краснодонская улица, 10",44.2,7/27,2519400,1,,,53.215769,50.261701
"Россия, Самара, Физкультурная улица, 133",56.0,1/5,2700000,3,5,1970,53.221845,50.273739
"Россия, Самара, улица Осипенко, 41А",106.0,12/15,7450000,3,15,2006,53.197232,50.147606
"Россия, Самара, 8-я Радиальная улица, 10",31.0,1/5,1850000,1,5,1961,53.231473,50.185443
"Россия, Самара, улица Советской Армии, 5",38.0,9/9,1390000,1,9,1991,53.194125,50.218888
"Россия, Самара, Аэродромная улица, 20",33.0,1/5,1899999,1,5,1962,53.192161,50.181814
"Россия, Самара, Заводское шоссе, 67",21.0,9/9,980000,1,9,1982,53.208699,50.283584
"Россия, Самара, проспект Карла Маркса, 4А",39.3,20/24,2635000,1,25,2015,53.191335,50.1345
"Россия, Самара, Солнечная улица, 67",73.0,5/10,4250000,3,10,1995,53.266479,50.213803
"Россия, Самара, посёлок Соцгород, Бакинская улица, 40",59.0,5/5,2800000,3,5,1960,53.118962,50.085335
"Россия, Самара, Чапаевская улица, 77",70.0,2/2,3500000,2,2,1868,53.185433,50.092962
"Россия, Самара, Воронежская улица, 218",57.0,6/6,2800000,3,6,1966,53.241562,50.220954
"Россия, Самара, Куйбышевский район, посёлок Совхоз Волгарь, Новокомсомольская улица, 1",33.0,2/5,1750000,1,5,1982,53.154697,50.090851
"Россия, Самара, улица Маршала Устинова, 10",29.1,2/3,1450000,1,3,2014,53.321184,50.314397
"Россия, Самара, Сердобская улица, 20",30.0,3/5,1599000,1,5,1972,53.217284,50.233728
"Россия, Самара, Ново-Вокзальная улица, 277",70.0,9/10,4200000,3,10,1989,53.249494,50.201802
"Россия, Самара, проспект Карла Маркса, 472",69.8,6/12,3600000,3,12,1995,53.246881,50.258207
"Россия, Самара, Краснодонская улица, 10",45.0,4/27,2565000,1,,,53.215769,50.261701
"Россия, Самара, улица Тухачевского, 40А",76.0,14/25,3190000,2,12,1985,53.189706,50.148199
"Россия, Самара, Майская улица, 1",46.0,16/17,2500000,1,16,2016,53.234546,50.256707
"Россия, Самара, улица Алексея Толстого, 135",250.0,8/9,24999999,5,10,2013,53.192204,50.087958
"Россия, Самара, проспект Ленина, 9",35.0,1/12,2797000,1,12,1984,53.211255,50.144408
"Россия, Самара, Арцыбушевская улица, 3А, подъезд 3",45.5,9/9,2650000,1,10,1991,53.185346,50.109661
"Россия, Самара, Киевская улица, 14",38.4,9/9,1560000,2,9,1990,53.19795,50.155988
"Россия, Самара, посёлок Мехзавод, 16-й квартал, 10",40.0,5/10,1850000,1,9,1981,53.301262,50.27788
"Россия, Самара, Молодогвардейская улица, 100",250.0,6/6,24850000,5,,1,53.188524,50.097139
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 10",33.3,4/5,1900000,1,5,2015,53.117886,50.159518
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 37",45.0,2/3,1970000,2,3,2011,53.320329,50.311594
"Россия, городской округ Самара, поселок Берёза, 4-й квартал, 5",80.0,5/5,3750000,4,5,1989,53.515509,50.139441
"Россия, Самара, проспект Кирова, 59",95.5,2/3,2600000,4,3,1941,53.198311,50.289675
"Россия, Самара, Железнодорожный район, поселок Толевый, Хибинский переулок, 19",40.0,6/6,1400000,1,6,1993,53.173031,50.189773
"Россия, Самара, Ташкентская улица, 131",50.0,12/12,2680000,2,12,1977,53.248314,50.249448
"Россия, Самара, улица Виталия Талабаева, 6",49.1,1/16,1914900,1,,,53.147374,50.078957
"Россия, Самара, Чапаевская улица, 205",90.0,22/23,11700000,2,24,2007,53.200102,50.103149
"Россия, Самара, 6-я просека, 140",100.0,3/16,6000000,3,16,2009,53.247328,50.191354
"Россия, Самара, 6-я просека, 151",41.0,4/14,2850000,1,14,1,53.245545,50.19042
"Россия, Самара, Ново-Вокзальная улица, 165",57.4,10/10,3700000,2,10,2002,53.233969,50.224089
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 25",46.0,1/3,1850000,2,3,2012,53.316386,50.311351
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Академика Кузнецова, 11",46.0,7/9,2350000,2,9,1978,53.342828,50.223541
"Россия, Самара, Ставропольская улица, 43",65.0,4/5,3300000,4,5,1968,53.217953,50.224906
"Россия, Самара, улица Осипенко, 8, подъезд 1",59.0,1/9,3850000,3,9,1968,53.212582,50.132074
"Россия, Самара, Никитинская улица, 66А",66.9,9/10,5550000,3,9,1988,53.192522,50.117692
"Россия, Самара, улица Стара Загора, 220",55.0,12/12,3100000,2,12,1968,53.249952,50.250131
"Россия, Самара, улица Алексея Толстого, 135",255.0,8/9,32000000,5,10,2013,53.192204,50.087958
"Россия, Самара, Алма-Атинская улица, 12",61.1,3/9,2900000,2,9,1974,53.23807,50.286414
"Россия, Самара, улица Советской Армии, 200А",63.0,5/9,3500000,3,5,1956,53.228277,50.192244
"Россия, Самарская область, Волжский район, село Рождествено, Лесная улица, 31",210.7,3/18,26000000,4,18,2004,53.222746,50.051981
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 5",69.9,3/5,4200000,3,5,2014,53.117416,50.16197
"Россия, Самара, Галактионовская улица, 81",120.0,7/10,7500000,3,,1,53.191308,50.102358
"Россия, Самара, Самолётная улица, 115",54.5,1/2,1590000,2,2,1954,53.244726,50.311414
"Россия, Самара, улица Свободы, 186",41.0,5/5,1950000,2,5,1968,53.230212,50.275158
"Россия, Самара, Ташкентская улица, 112",50.0,1/9,2700000,2,9,1972,53.253142,50.246322
"Россия, Самара, Вольская улица, 70",46.0,2/2,2200000,2,2,1957,53.218406,50.240573
"Россия, Самара, улица Степана Разина, 73А",25.1,1/2,1690000,1,2,1917,53.189037,50.088183
"Россия, Самара, Московское шоссе, 306",50.0,2/12,2998000,2,12,1980,53.259164,50.234096
"Россия, Самара, проспект Кирова, 42",55.7,2/3,2220000,2,3,1948,53.216739,50.26489
"Россия, Самара, Черемшанская улица, 147",53.0,8/10,3800000,2,10,1988,53.236847,50.25491
"Россия, Самара, Пролетарская улица, 171",32.0,3/5,2150000,1,5,1962,53.201968,50.155529
"Россия, Самара, проспект Карла Маркса, 39",90.0,3/12,4300000,3,12,2003,53.195031,50.14607
"Россия, Самара, Гвардейская улица, 19",29.0,5/9,1520000,1,9,1974,53.237639,50.282138
"Россия, Самара, Песочный переулок, 24",42.0,3/4,2999000,2,4,1960,53.181456,50.090824
"Россия, Самара, Осетинская улица, 4",29.0,3/16,1900000,1,17,2014,53.154827,50.075966
"Россия, Самара, Спортивная улица, 25В",72.2,3/5,5300000,3,5,1956,53.194918,50.127215
"Россия, Самара, Краснодонская улица, 10",43.6,15/27,2484060,1,,,53.215769,50.261701
"Россия, Самара, Молодогвардейская улица, 240",38.0,2/14,2800000,1,14,1976,53.208041,50.122579
"Россия, Самара, Воронежская улица, 139",23.0,3/9,1550000,1,9,1979,53.244408,50.21949
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",57.0,13/25,5850000,1,26,2013,53.239881,50.060515
"Россия, Самара, поселок Кирзавод-6, Сиреневый переулок, 24",59.0,2/3,2100000,3,3,2010,53.150247,50.142746
"Россия, Самара, Физкультурная улица, 96",50.0,3/5,2800000,2,5,1955,53.212237,50.251416
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 104",40.0,4/5,1950000,2,5,1976,53.143685,50.045953
"Россия, Самара, 7-я просека, 106",75.5,19/20,5690000,3,21,2014,53.255894,50.200499
"Россия, Самара, Севастопольская улица, 39",28.8,1/5,1750000,1,5,1969,53.225538,50.261872
"Россия, Самара, улица 22 Партсъезда, 52",37.0,9/10,1497000,2,9,1987,53.214469,50.222957
"Россия, Самара, Аэродромная улица, 127",120.0,5/10,6990000,4,9,1983,53.191886,50.211135
"Россия, Самара, Ветлянская улица, 46",61.1,4/5,2300000,3,5,1983,53.189668,50.280862
"Россия, Самара, Клиническая улица, 20",45.0,7/9,3300000,2,9,1977,53.200787,50.137896
"Россия, Самара, Садовая улица, 156",191.2,3/9,14000000,4,2,1917,53.194416,50.108449
"Россия, Самара, Красноглинский район, посёлок Управленческий, Красноглинское шоссе",58.3,1/10,2550000,2,,,53.351999,50.2141
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 39, подъезд 1",29.0,9/9,1800000,1,9,2017,53.110346,50.141659
"Россия, Самара, улица Воеводина, 14",48.0,5/5,1920000,2,5,1980,53.23281,50.298442
"Россия, Самара, переулок Тургенева, 7",44.0,12/14,4300000,1,10,,53.185001,50.106032
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",127.0,2/7,11000000,3,7,2005,53.239881,50.060515
"Россия, Самара, улица Георгия Димитрова, 70",45.0,2/5,2300000,2,5,1970,53.252533,50.231536
"Россия, Самара, улица Свободы, 22",37.0,5/5,1900000,1,5,1959,53.21324,50.239567
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 36",36.0,1/7,1800000,1,10,2016,53.114222,50.148145
"Россия, Самара, Московское шоссе, 318",48.0,5/9,2600000,2,9,1980,53.261103,50.235794
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Парижской Коммуны, 26",82.0,9/10,3500000,2,10,2008,53.349333,50.211809
"Россия, Самара, посёлок Мехзавод, 14-й квартал, 3",31.0,2/5,1350000,1,,,53.301854,50.270792
"Россия, Самара, улица Земеца, 26А",24.7,2/5,1450000,2,5,1973,53.213871,50.296628
"Россия, Самара, улица Стара Загора, 201",48.7,1/5,2550000,3,5,1969,53.245405,50.23751
"Россия, Самара, Молодогвардейская улица, 153",105.0,6/7,8950000,4,7,1979,53.201564,50.109518
"Россия, Самара, Галактионовская улица, 80",85.0,2/2,3000000,3,2,1917,53.191233,50.101469
"Россия, Самара, улица 22 Партсъезда, 55",40.0,4/10,2750000,1,,1,53.219856,50.219328
"Россия, Самара, улица Агибалова, 76",46.0,5/11,3620000,2,9,1987,53.193628,50.12195
"Россия, Самара, посёлок Мехзавод, 15-й квартал, 14",57.0,5/5,2500000,3,5,1972,53.302741,50.269759
"Россия, Самара, Никитинская улица",42.0,2/5,3199000,2,2,1917,53.191368,50.118959
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 44",70.0,2/10,3600000,4,9,1992,53.145387,50.06056
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 42",54.5,1/5,2650000,2,5,1981,53.347967,50.22549
"Россия, Самара, поселок 113-й километр, Липяговская улица, 3, подъезд 2",30.0,5/5,1000000,1,5,1986,53.103303,50.034158
"Россия, Самара, Солнечная улица, 1",54.0,6/9,3499999,2,9,1987,53.239757,50.189171
"Россия, Самара, Ленинская улица, 310",130.0,8/18,9750000,4,,2008,53.202723,50.124187
"Россия, Самара, Путейская улица, 11",54.9,1/5,2400000,2,5,1972,53.236529,50.285543
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 17",32.9,2/3,1490000,1,3,2011,53.318688,50.30792
"Россия, Самара, проспект Карла Маркса, 412А",35.0,8/9,1750000,2,9,1988,53.242522,50.242648
"Россия, Самара, Физкультурная улица, 5",34.0,5/5,1900000,1,5,1960,53.205177,50.239612
"Россия, Самара, Ново-Садовая улица, 224Б",120.0,1/14,7500000,3,14,1999,53.247538,50.202673
"Россия, Самара, Красноглинский район, посёлок Управленческий, Красноглинское шоссе",80.0,4/10,3790000,3,,,53.351999,50.2141
"Россия, Самара, 7-я просека, 248",57.0,6/7,2950000,2,5,1993,53.258561,50.184635
"Россия, Самара, Ново-Вокзальная улица, 193",49.7,4/12,3500000,2,12,1980,53.237607,50.219633
"Россия, Самара, Железнодорожный район, поселок Толевый, Хибинский переулок, 19",54.0,2/6,2800000,2,6,1993,53.173031,50.189773
"Россия, Самара, улица Мичурина, 154",70.0,12/22,4600000,2,22,2013,53.218481,50.170882
"Россия, Самара, улица Скляренко, 17",64.0,2/9,4300000,3,9,1986,53.214329,50.159123
"Россия, Самара, переулок Юрия Павлова, 4",62.4,2/2,1780000,2,2,1954,53.22019,50.253931
"Россия, Самара, посёлок Соцгород, Фасадная улица, 24",44.0,3/4,2200000,2,4,1958,53.117573,50.082389
"Россия, Самара, улица Победы, 4А",54.0,3/10,3990000,2,10,2004,53.203554,50.226254
"Россия, Самара, улица Тухачевского, 24",80.0,10/10,3500000,3,10,1991,53.186987,50.140887
"Россия, Самара, улица Стара Загора, 39",62.2,9/9,3990000,3,9,1975,53.226864,50.204685
"Россия, Самара, проспект Карла Маркса, 512",47.0,5/9,2680000,2,9,1975,53.250259,50.265375
"Россия, Самара, Владимирская улица, 30",30.0,6/9,2060000,1,9,1978,53.197615,50.135659
"Россия, Самара, улица Тухачевского, 42",51.0,9/25,2470000,1,9,1986,53.190246,50.147597
"Россия, Самарская область, Волжский район, село Рождествено, Полевая улица, 71",67.0,13/25,6500000,2,26,2012,53.238345,50.063075
"Россия, Самара, Чернореченская улица, 42А",68.8,6/10,7000000,3,10,1995,53.201386,50.147238
"Россия, Самара, 5-я просека, 113",70.1,2/20,5500000,2,21,2016,53.24132,50.183413
"Россия, Самара, улица Красных Коммунаров, 32",31.0,2/5,1800000,1,5,1960,53.209567,50.251335
"Россия, Самара, Черемшанская улица, 145, подъезд 1",38.0,7/9,2150000,1,9,1990,53.236836,50.253868
"Россия, Самара, Ново-Вокзальная улица, 18",44.0,4/5,2350000,2,5,1960,53.213693,50.244561
"Россия, Самара, Ташкентская улица, 121",23.0,9/9,1470000,1,9,1975,53.246805,50.250778
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 36",77.0,5/10,3900000,2,10,2014,53.31028,50.285435
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, улица Мира, 10",54.4,3/3,2200000,2,3,2012,53.445322,49.800524
"Россия, Самара, Арцыбушевская улица, 42",157.0,11/11,7600000,3,11,1995,53.192981,50.115033
"Россия, Самара, улица Советской Армии, 237",33.0,4/5,2430000,1,5,1966,53.23357,50.187761
"Россия, Самара, Ленинская улица, 119",59.3,4/12,3390000,1,9,2007,53.192226,50.110829
"Россия, Самара, проспект Кирова, 206",43.0,2/9,2650000,2,9,1971,53.241013,50.233755
"Россия, Самара, улица Шверника, 6",54.0,2/9,3290000,2,9,1988,53.242667,50.196933
"Россия, Самара, улица Степана Разина, 44",58.4,4/5,3600000,2,5,1936,53.183037,50.083098
"Россия, Самарская область, Волжский район, село Черноречье, Магистральная улица",44.0,2/2,1700000,1,2,1957,53.161932,50.382615
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица, 2",63.0,2/5,4590000,2,5,1934,53.234664,50.056329
"Россия, Самара, Красноглинский район, посёлок Управленческий, Крайняя улица, 22",57.0,2/5,2850000,3,5,1973,53.340597,50.22567
"Россия, Самара, улица Победы, 4Б",78.4,10/10,5250000,3,10,2006,53.204002,50.225984
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 44",29.0,1/9,1350000,1,9,1992,53.145387,50.06056
"Россия, Самара, проспект Кирова, 234",79.3,7/9,3790000,3,9,1971,53.246137,50.227565
"Россия, Самара, Сердобская улица, 9",30.0,3/4,2260000,1,4,1962,53.216459,50.23371
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 46",30.0,2/5,1850000,1,5,1962,53.346968,50.22761
"Россия, Самара, посёлок Соцгород, Бакинская улица, 36",44.0,3/5,1650000,2,5,1960,53.119335,50.082892
"Россия, Самара, посёлок Мехзавод, 14-й квартал, 4",31.0,3/5,1650000,1,5,1966,53.30166,50.270217
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, улица Мира",35.1,2/3,1500000,1,3,2015,53.445472,49.797371
"Россия, Самара, Никитинская улица, 30",92.0,12/15,6200000,2,15,2011,53.190467,50.117459
"Россия, Самара, Минская улица, 32",31.0,2/5,1650000,1,5,1964,53.234206,50.247005
"Россия, Самара, улица Литвинова, 324",22.0,1/5,960000,1,5,1973,53.225802,50.295469
"Россия, Самара, поселок Прибрежный, Прибрежная улица, 12, подъезд 3",60.0,5/5,2200000,3,5,1981,53.483104,49.857181
"Россия, Самара, улица Мориса Тореза, 103",47.0,2/9,3490000,2,9,1982,53.196957,50.201469
"Россия, Самара, проспект Карла Маркса, 4А",48.0,23/24,3500000,1,25,2015,53.191335,50.1345
"Россия, Самара, улица Осипенко, 2А",78.0,8/16,8100000,3,16,1976,53.213903,50.13114
"Россия, Самара, улица Георгия Димитрова, 118",85.0,1/9,4050000,4,9,1983,53.263371,50.21993
"Россия, Самара, улица Скляренко, 15",45.2,2/5,3050000,2,5,1970,53.212776,50.155565
"Россия, Самара, улица Георгия Димитрова, 28",45.0,3/5,2800000,2,5,1969,53.249693,50.235075
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 38",42.0,3/5,2050000,2,5,1962,53.347097,50.225221
"Россия, Самара, Солнечная улица, 41А",130.0,5/10,8300000,3,,1,53.255291,50.204694
"Россия, Самара, посёлок Соцгород, Бакинская улица, 7",67.0,3/9,2490000,3,9,1991,53.117578,50.070567
"Россия, Самара, проспект Кирова, 191",47.0,1/2,2550000,2,2,1948,53.228649,50.251532
"Россия, Самара, Красноармейская улица, 62",50.1,5/5,3100000,2,5,1948,53.191098,50.11294
"Россия, Самара, улица Энтузиастов, 109",47.6,2/2,2000000,2,2,1958,53.216621,50.195657
"Россия, Самара, Черемшанская улица, 232",47.0,5/9,2200000,2,9,1973,53.243486,50.261989
"Россия, Самара, Московское шоссе, 15Б",94.0,24/26,5569200,3,5,1969,53.212571,50.181823
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 74",45.0,4/5,1950000,2,5,1962,53.121551,50.087033
"Россия, Самара, проспект Кирова, 274",29.6,8/9,2250000,1,9,1977,53.248508,50.224224
"Россия, Самарская область, Волжский район, село Рождествено, Полевая улица, 3",43.7,5/5,3500000,2,5,1961,53.233096,50.055547
"Россия, Самара, Солнечная улица, 16",41.0,4/25,2700000,1,25,2015,53.241455,50.187015
"Россия, Самара, Ташкентская улица, 176",32.0,5/5,1650000,1,5,1970,53.258119,50.240384
"Россия, Самара, Арцыбушевская улица, 42",193.0,6/10,10990000,4,11,1995,53.192981,50.115033
"Россия, Самара, улица Георгия Димитрова, 44",43.8,4/5,2250000,2,5,1970,53.25305,50.234312
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, Подгорная улица, 27",44.6,2/2,850000,2,2,1976,53.444909,49.80613
"Россия, Самара, улица Георгия Димитрова, 79",69.0,2/9,4400000,3,9,1979,53.257419,50.228518
"Россия, Самара, Майская улица, 3/185",44.9,13/16,3100000,1,16,2014,53.235074,50.255997
"Россия, Самара, проспект Масленникова, 6",44.4,5/5,2600000,2,5,1959,53.213461,50.15323
"Россия, Самара, Чернореченская улица, 63",65.0,8/9,4500000,3,9,1982,53.200161,50.148298
"Россия, Самара, Каховская улица, 57А",30.5,2/4,1620000,1,,,53.227668,50.25783
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 77",39.0,8/9,1950000,1,9,1993,53.141876,50.049052
"Россия, Самара, поселок Кряж, улица Дружбы Народов, 6",44.0,2/2,1450000,2,2,1960,53.133416,50.104101
"Россия, Самара, улица Карбышева, 64",71.4,4/9,3500000,3,9,1969,53.212879,50.201101
"Россия, Самара, Олимпийская улица, 16, подъезд 3",35.4,5/9,2200000,1,9,1988,53.235004,50.286414
"Россия, Самара, улица Стара Загора, 121",33.0,9/9,2297000,1,9,1968,53.233327,50.217729
"Россия, Самара, проспект Карла Маркса, 175",130.7,13/16,7250000,3,17,2012,53.207216,50.174349
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 57",45.9,3/5,1850000,2,5,1974,53.124771,50.093501
"Россия, Самара, Чернореченская улица, 69",70.0,8/12,4300000,3,12,1981,53.201051,50.150355
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 45, подъезд 4",43.0,8/9,2150000,2,9,1980,53.124063,50.092037
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Виталия Жалнина, 18",55.0,3/3,2650000,2,3,2013,53.314562,50.311145
"Россия, Самара, проспект Карла Маркса, 4Б",45.0,16/24,2820000,0,25,2017,53.192107,50.134069
"Россия, Самара, улица Георгия Димитрова, 46",28.0,1/5,1230000,1,5,1970,53.251768,50.234285
"Россия, Самара, Путейская улица, 11",49.0,1/5,1910000,2,5,1972,53.236529,50.285543
"Россия, Самара, проспект Карла Маркса, 358",31.0,1/5,1790000,1,5,1967,53.237337,50.236495
"Россия, Самара, Партизанская улица, 58",34.7,8/9,1720000,2,9,1978,53.195565,50.161162
"Россия, Самара, улица Аминева, 6",70.0,10/11,3800000,3,10,1990,53.246127,50.211072
"Россия, Самара, улица Водников, 45",122.0,4/9,10100000,3,10,2003,53.183204,50.07928
"Россия, Самара, посёлок Соцгород, Придорожная улица, 9",44.0,5/9,1550000,1,9,1985,53.121194,50.080224
"Россия, Самара, Галактионовская улица, 27",31.0,1/5,2500000,1,5,1978,53.183684,50.09766
"Россия, Самара, Красноармейская улица, 76",91.0,8/18,7200000,3,,1,53.18935,50.119175
"Россия, Самара, 5-я просека, 93",66.0,7/9,4800000,1,9,2012,53.244084,50.183108
"Россия, Самара, Промышленный район, 7-я просека 2-й проезд, 114",50.0,5/19,3400000,1,20,2013,53.262046,50.183647
"Россия, Самарская область, Красноглинское шоссе, 17",45.1,4/5,1750000,2,5,1965,53.37743,50.170495
"Россия, Самара, улица Георгия Димитрова, 97",32.5,3/12,2250000,1,12,1981,53.259703,50.226335
"Россия, Самара, проспект Кирова, 36",32.7,1/9,1200000,2,9,1975,53.214388,50.267594
"Россия, Самара, Партизанская улица, 158",72.2,10/10,4300000,2,10,2013,53.187623,50.189351
"Россия, Самарская область, Красноярский район, посёлок городского типа Волжский, микрорайон Жилгородок, 45",71.6,5/10,2440000,2,10,2015,53.435576,50.122076
"Россия, Самара, улица Красных Коммунаров, 20",38.0,5/5,1750000,2,5,1959,53.207324,50.246358
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, 4-й квартал, 9",37.6,5/9,1280000,1,,,53.391454,50.168519
"Россия, Самара, улица Советской Армии, 253Б",120.0,14/17,9700000,3,17,2011,53.239811,50.180062
"Россия, Самара, проспект Карла Маркса, 39",54.0,3/10,3650000,2,12,2003,53.195031,50.14607
"Россия, Самара, Ново-Вокзальная улица, 108",29.0,3/5,2100000,1,5,1966,53.231931,50.223262
"Россия, Самара, проспект Металлургов, 54",60.0,1/9,3250000,3,9,1981,53.231091,50.270532
"Россия, Самара, Балаковская улица, 8",42.0,1/5,2270000,1,5,1982,53.185174,50.193304
"Россия, Самара, улица Советской Армии, 98А",44.0,8/20,2900000,1,20,2015,53.206763,50.212905
"Россия, Самара, проспект Карла Маркса, 360А",42.0,14/16,2850000,1,,1,53.237515,50.23724
"Россия, Самара, улица Красный Пахарь, 30",31.8,2/2,950000,1,2,1967,53.318269,50.289558
"Россия, Самара, Бельский переулок, 7",61.0,2/2,1600000,3,2,1956,53.18076,50.20226
"Россия, Самара, Аэродромная улица, 18",59.0,3/5,2590000,3,5,1962,53.192134,50.181131
"Россия, Самара, Шариковый переулок, 2",32.6,3/5,1650000,1,5,1976,53.236502,50.245478
"Россия, Самара, 6-я просека, 127",84.0,8/9,4900000,2,9,2003,53.247786,50.189189
"Россия, Самара, улица 22 Партсъезда, 183",56.2,4/5,3198000,3,5,1966,53.228767,50.208422
"Россия, Самара, Партизанская улица, 183",30.0,5/5,1590000,1,5,1965,53.187256,50.202359
"Россия, Самара, улица Стара Загора, 153",59.0,4/9,3150000,3,9,1973,53.238027,50.229398
"Россия, Самара, улица Крутые Ключи, 36",30.0,2/3,1418000,1,3,2014,53.324922,50.311738
"Россия, Самара, Вольская улица, 61",32.4,5/5,1950000,1,5,1981,53.217063,50.239306
"Россия, Самара, улица Аэропорт 2, 2",59.0,3/5,2750000,3,5,1995,53.251644,50.37682
"Россия, Самара, улица Ерошевского, 31",49.1,17/18,3350000,1,19,2017,53.21146,50.164953
"Россия, Самара, Конноармейская улица, 13",79.0,3/14,6500000,2,14,2012,53.224185,50.153984
"Россия, Самара, Теннисная улица, 31",25.0,5/5,890000,1,5,1977,53.215763,50.271313
"Россия, Самара, проспект Карла Маркса, 438А",57.0,2/9,3100000,2,5,1969,53.244709,50.248451
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 39, подъезд 1",35.0,6/9,1750000,1,9,2017,53.110346,50.141659
"Россия, Самара, Алма-Атинская улица, 130",63.3,5/5,2650000,3,5,1973,53.252705,50.264926
"Россия, Самара, посёлок Мехзавод, 11-й квартал, 18, подъезд 1",32.4,3/4,1400000,1,4,1960,53.297371,50.288345
"Россия, Самара, Республиканская улица, 48",21.0,5/9,1500000,1,9,1982,53.234632,50.274107
"Россия, Самара, улица Георгия Димитрова, 80",74.1,11/12,3600000,3,12,1983,53.254418,50.231886
"Россия, Самара, Владимирская улица, 48",64.0,9/9,3700000,3,9,1984,53.190974,50.143564
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",43.0,1/10,2550000,1,5,1962,53.235095,50.054667
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 22, подъезд 2",48.0,3/3,2900000,2,3,2012,53.317408,50.309878
"Россия, Самара, улица Куйбышева, 14",40.7,1/2,1049000,2,1,1917,53.179901,50.083592
"Россия, Самара, Пугачёвская улица, 40",34.8,7/9,2150000,1,9,1988,53.231888,50.270074
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 50",31.0,2/5,1480000,1,5,1963,53.346984,50.229497
"Россия, Самара, Промышленный район, 7-я просека 1-й проезд",78.0,2/2,2900000,3,1,1970,53.255431,50.189108
"Россия, Самарская область, Волжский район, посёлок городского типа Смышляевка, Демократическая улица",55.0,2/2,3300000,2,,,53.250459,50.388292
"Россия, Самара, поселок 113-й километр, Фестивальная улица, 5",54.0,5/5,1950000,2,5,1990,53.101605,50.031122
"Россия, Самара, проспект Металлургов, 12",73.1,1/4,2890000,3,4,1954,53.227096,50.262366
"Россия, Самара, проспект Карла Маркса, 39",85.0,5/12,5200000,4,12,2003,53.195031,50.14607
"Россия, Самара, проспект Масленникова, 40",77.0,5/5,4000000,3,5,1962,53.20604,50.162689
"Россия, Самара, улица Лейтенанта Шмидта, 10",80.0,1/17,5500000,3,1,1926,53.225145,50.152143
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 6",69.7,7/10,2900000,3,10,1997,53.106222,50.082137
"Россия, Самара, проспект Ленина, 12",62.0,3/12,4600000,3,12,1969,53.207604,50.13353
"Россия, Самара, улица Аминева, 10",35.0,3/10,2780000,1,10,1992,53.2461,50.209779
"Россия, Самара, улица Осипенко, 18",70.0,5/14,7350000,3,14,1973,53.211644,50.131814
"Россия, Самара, улица Мориса Тореза, 73, подъезд 2",44.2,1/5,2200000,2,5,1963,53.196709,50.193447
