adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"Россия, Самара, посёлок Соцгород, Фасадная улица, 26",42.5,4/4,2100000,2,4,1958,53.118027,50.083458
"Россия, Самара, улица 22 Партсъезда",18.0,5/9,947000,1,9,1974,53.213477,50.226281
"Россия, Самара, Революционная улица, 4",90.0,4/22,8500000,2,1,1913,53.217257,50.163866
"Россия, Самара, 6-я просека, 153",70.0,5/16,5050000,2,16,2005,53.245793,50.189064
"Россия, Самара, Ново-Садовая улица, 218",75.0,8/10,5200000,3,10,1988,53.241347,50.196349
"Россия, Самара, посёлок Соцгород, Калининградская улица, 3",21.0,8/9,1120000,1,9,1979,53.116076,50.069677
"Россия, Самара, улица Победы, 7",31.0,2/5,1650000,1,5,1962,53.204029,50.230117
"Россия, Самара, Московское шоссе, 28",58.0,2/9,3300000,2,9,1971,53.210252,50.173316
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",114.0,9/10,10950000,3,9,2002,53.239881,50.060515
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Подстепновская улица, 26",30.0,1/10,1595000,1,10,2017,53.109687,50.142549
"Россия, Самара, Парковый переулок, 5",88.0,2/10,6450000,2,14,2010,53.224088,50.176083
"Россия, Самара, улица Георгия Димитрова, 110Б",37.1,10/17,2300000,1,17,2014,53.262278,50.222786
"Россия, Самара, Запорожская улица, 31",52.0,1/9,2890000,2,9,1988,53.208181,50.221834
"Россия, Самарская область, Красноглинское шоссе, 17",31.0,4/5,1650000,1,5,1965,53.37743,50.170495
"Россия, Самара, улица Гагарина, 63А",27.0,7/9,1670000,1,5,1960,53.19898,50.184967
"Россия, Самара, посёлок Соцгород, Калининградская улица, 6",47.0,4/5,2150000,2,5,1963,53.116195,50.070549
"Россия, Самара, Пензенская улица, 74",52.0,4/12,3400000,2,12,1984,53.194751,50.147094
"Россия, Самара, Заводское шоссе, 46",40.0,6/9,1950000,1,9,1980,53.208877,50.279218
"Россия, Самара, Пионерская улица, 100",54.0,12/16,3700000,1,,1,53.181466,50.093995
"Россия, Самара, улица Советской Армии, 143",58.0,2/5,3000000,3,5,1968,53.217144,50.209976
"Россия, Самарская область, городской округ Жигулёвск, село Зольное, улица Мира",36.4,2/3,1800000,1,3,2014,53.445472,49.797371
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 38",41.0,7/10,2500000,1,10,2016,53.308784,50.288965
"Россия, Самарская область, Волжский район, село Черноречье, улица Победы",31.6,1/5,1620000,1,5,1969,53.160766,50.374575
"Россия, Самара, проспект Ленина, 16",33.0,5/9,3060000,1,9,1974,53.211121,50.140833
"Россия, Самара, Вилоновская улица, 2А",114.9,3/5,13000000,2,5,1939,53.19871,50.099978
"Россия, Самара, проспект Карла Маркса, 510",55.4,2/10,2750000,2,10,1998,53.249122,50.263076
"Россия, Самара, Краснодонская улица, 67",69.0,6/10,5000000,3,10,1993,53.22943,50.246699
"Россия, Самара, проспект Масленникова, 9",31.0,5/5,2150000,1,5,1961,53.213089,50.152861
"Россия, Самара, Заводское шоссе, 71А",27.9,8/9,1300000,1,9,1981,53.20933,50.284132
"Россия, Самара, Аэродромная улица, 24",56.3,1/5,2400000,3,5,1962,53.191843,50.18318
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Виталия Жалнина, 20",44.5,2/3,2100000,2,3,2013,53.314713,50.311513
"Россия, Самара, улица Волгина, 108",43.6,3/5,2500000,2,5,1963,53.188794,50.183225
"Россия, Самара, улица Г.С. Аксакова, 17",44.9,5/5,2500000,2,5,1967,53.193137,50.132236
"Россия, Самара, улица Стара Загора, 57",31.0,9/9,2920000,1,9,1977,53.229258,50.210524
"Россия, Самара, улица Тухачевского, 80",57.4,10/16,2800000,1,22,2017,53.195295,50.152053
"Россия, Самара, Советская улица, 9",58.0,8/9,3200000,2,9,1987,53.226266,50.272742
"Россия, Самара, Красноглинский район, посёлок Управленческий, Коптевская улица, 7",46.0,1/5,2200000,2,5,1972,53.34135,50.227529
"Россия, Самара, улица Гагарина, 9А",63.0,5/5,3900000,4,5,1967,53.200501,50.161476
"Россия, Самара, Ташкентская улица, 131, подъезд 1",49.7,12/12,2650000,2,12,1977,53.248196,50.24935
"Россия, Самара, Воронежская улица, 218",32.0,1/5,1750000,1,6,1966,53.241562,50.220954
"Россия, Самара, Аэродромная улица, 6",30.0,5/5,1950000,1,5,1962,53.192004,50.176155
"Россия, Самара, 6-я просека, 149",46.1,11/16,2800000,1,16,2005,53.246207,50.190788
"Россия, Самара, улица Водников, 45",108.0,4/10,7900000,3,10,2003,53.183204,50.07928
"Россия, Самара, Спортивная улица, 29",43.0,3/5,2300000,2,5,1965,53.195538,50.128095
"Россия, Самара, улица Авроры, 146В",68.5,9/10,4900000,3,10,2002,53.207043,50.188857
"Россия, Самара, Красноглинский район, посёлок Управленческий, улица Парижской Коммуны, 18",45.0,1/10,2350000,1,10,2009,53.34722,50.211809
"Россия, Самара, улица Стара Загора, 56",130.0,10/11,11000000,4,16,2003,53.230681,50.208009
"Россия, Самара, улица Виталия Талабаева, 6",45.9,16/16,1881900,1,,,53.147374,50.078957
"Россия, Самара, Ново-Вокзальная улица, 134, подъезд 1",24.0,3/9,1600000,1,9,1976,53.23945,50.212824
"Россия, Самара, Заводское шоссе, 42",31.0,5/9,1410000,1,9,1982,53.208483,50.277718
"Россия, Самара, Уссурийская улица, 2А",62.0,3/6,5300000,3,6,1998,53.201742,50.19599
"Россия, Самара, Пионерская улица, 100",90.0,4/16,6700000,3,,1,53.181466,50.093995
"Россия, Самара, проспект Карла Маркса, 130",55.7,1/4,2801000,2,4,1961,53.20172,50.157632
"Россия, Самара, Серноводская улица, 152",54.4,1/2,2000000,3,2,1956,53.243378,50.31092
"Россия, Самара, проспект Кирова, 331",48.5,2/9,2699000,1,9,1982,53.249882,50.229533
"Россия, Самара, проспект Кирова, 226А",33.0,3/12,2100000,1,12,1975,53.243017,50.231778
"Россия, Самара, улица Фрунзе, 75",66.0,2/2,3530000,3,2,1,53.18587,50.090635
"Россия, Самара, Вольская улица, 89",92.5,8/18,6500000,3,18,2009,53.220309,50.246457
"Россия, Самара, 5-я просека, 123",38.0,3/10,2480000,1,13,2016,53.242802,50.181131
"Россия, Самара, Осетинская улица, 7А",65.0,9/16,3800000,2,18,2016,53.15238,50.072687
"Россия, Самара, Физкультурная улица, 86",76.0,5/5,3600000,3,5,1957,53.209265,50.244975
"Россия, Самара, Ново-Вокзальный тупик, 13",54.5,7/10,3350000,2,10,2007,53.21833,50.24431
"Россия, Самара, улица Советской Армии, 200А",49.0,5/9,2650000,2,5,1956,53.228277,50.192244
"Россия, Самара, Ленинская улица, 141",97.0,2/7,8250000,2,10,2003,53.193413,50.112087
"Россия, Самара, Московское шоссе, 123",21.0,7/9,1700000,1,9,1977,53.237655,50.208665
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 14",57.0,1/5,1950000,3,5,1965,53.110276,50.080799
"Россия, Самара, Аэродромная улица, 127",70.0,8/9,3650000,3,9,1983,53.191886,50.211135
"Россия, Самара, Солнечная улица, 18",42.0,5/25,2630000,1,27,2016,53.241994,50.185731
"Россия, Самара, Ленинская улица, 119",50.6,5/9,4850000,1,9,2007,53.192226,50.110829
"Россия, Самара, проспект Кирова, 329",35.0,8/9,2300000,1,9,1983,53.250351,50.229838
"Россия, Самара, Ново-Садовая улица, 256",40.0,1/9,2100000,1,9,1991,53.25799,50.209644
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 54",50.0,1/3,2150000,2,3,2013,53.325965,50.315816
"Россия, Самара, улица Советской Армии, 135, подъезд 3",32.0,5/5,1660000,1,5,1968,53.215607,50.213255
"Россия, Самара, улица Мичурина, 124",61.0,2/5,3370000,3,5,1964,53.21406,50.161854
"Россия, Самара, Ташкентская улица, 91",54.0,1/10,2400000,2,5,1971,53.245652,50.25332
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",75.0,3/16,6200000,2,16,2009,53.239881,50.060515
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",146.0,5/9,9400000,3,9,2002,53.239881,50.060515
"Россия, Самарская область, посёлок городского типа Алексеевка, Невская улица, 17",65.0,5/5,2350000,3,5,1975,53.253987,50.480747
"Россия, Самара, улица Стара Загора, 87",55.3,5/5,2650000,3,5,1967,53.231188,50.212932
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица",33.0,3/9,2650000,1,9,1971,53.235095,50.054667
"Россия, Самара, Самолётная улица, 115",46.0,2/2,1899000,2,2,1954,53.244726,50.311414
"Россия, Самара, Минская улица, 25",98.9,6/10,5250000,3,10,2003,53.232244,50.250508
