adress,area,floor,?,price,rooms,floors_total,year,latitude,longitude
"Россия, Санкт-Петербург, Колпино, улица Веры Слуцкой, 38",45.0,2/9,14156,3980000,2,9,1971,59.742674,30.582201
"Россия, Санкт-Петербург, Смольный проспект, 6",102.0,1/6,12847,29390000,3,5,1906,59.944729,30.394444
"Россия, Санкт-Петербург, Железноводская улица, 30",25.0,1/3,15693,3700000,1,6,1907,59.952223,30.251881
"Россия, Санкт-Петербург, Дворцовая площадь",90.0,10/17,12153,7500000,3,17,2010,59.939095,30.315868
"Россия, Санкт-Петербург, набережная реки Фонтанки, 87",35.0,1/3,21330,6250000,2,,,59.924826,30.324618
"Россия, Санкт-Петербург, Индустриальный проспект, 40к1",39.0,15/16,14519,4800000,1,16,2002,59.954547,30.466713
"Россия, Санкт-Петербург, Петергофское шоссе, 45",70.0,2/4,16921,9700000,2,20,2012,59.848077,30.152869
"Россия, Санкт-Петербург, Петрозаводская улица, 10",112.0,3/7,20129,14700000,4,6,1911,59.963485,30.291102
"Россия, Санкт-Петербург, улица Катерников, 7",58.2,1/20,11411,7500000,2,21,2016,59.851056,30.155294
"Россия, Санкт-Петербург, Гражданский проспект, 77к2",35.5,1/14,16353,3990000,1,14,1971,60.016141,30.405116
"Россия, Санкт-Петербург, улица Черняховского, 69",55.4,2/5,15104,6700000,2,6,1901,59.921403,30.360038
"Россия, Санкт-Петербург, улица Маринеско, 5",95.5,1/6,14909,8600000,4,6,1953,59.868781,30.265419
"Россия, Санкт-Петербург, Капитанская улица, 4",79.0,2/22,22020,16000000,3,23,2004,59.954773,30.214808
"Россия, Санкт-Петербург, Бухарестская улица, 69",53.6,14/16,15999,6600000,2,16,1982,59.849754,30.397974
"Россия, Санкт-Петербург, Ланское шоссе, 12к1",30.4,6/6,18706,3579000,1,6,1962,59.992479,30.308879
"Россия, Санкт-Петербург, Ленинский проспект, 53к4, подъезд 5",92.9,14/17,11968,6700000,3,17,2013,59.861205,30.167323
"Россия, Санкт-Петербург, Загребский бульвар, 17к3",50.2,9/9,13604,3950000,2,9,1977,59.842228,30.399447
"Россия, Санкт-Петербург, улица Комсомола, 16",56.8,2/5,17664,7150000,2,5,1952,59.954462,30.357289
"Россия, Санкт-Петербург, проспект Просвещения, 15",90.0,11/22,12971,8800000,3,29,2017,60.053952,30.327196
"Россия, Санкт-Петербург, Долгоозёрная улица, 39к1",35.5,5/17,13519,4520000,1,17,2008,60.022,30.268841
"Россия, Санкт-Петербург, Лермонтовский проспект, 8/10А, подъезд 1",19.0,2/4,20628,2649000,0,,,59.923374,30.292072
"Россия, Санкт-Петербург, проспект Обуховской Обороны, 33к2",96.1,2/5,11603,9100000,4,5,1917,59.912468,30.405215
"Россия, Санкт-Петербург, проспект Динамо, 6",143.6,6/8,12065,36850000,3,8,2014,59.970862,30.280924
"Россия, Санкт-Петербург, Малая Подьяческая улица, 3",78.0,1/7,12710,9500000,4,,,59.925858,30.301639
"Россия, Санкт-Петербург, 26-я линия В.О., 7",69.7,6/8,21531,10680000,2,,,59.928879,30.26037
"Россия, Санкт-Петербург, Большая Конюшенная улица, 11",56.0,4/6,22135,14000000,2,5,1806,59.939681,30.323594
"Россия, Санкт-Петербург, Среднерогатская улица, 9",40.1,13/17,16585,6400000,1,24,2016,59.82509,30.333071
"Россия, Санкт-Петербург, проспект Маршала Блюхера, 9к1",70.8,3/16,12283,6900000,2,17,2017,59.980128,30.376738
"Россия, Санкт-Петербург, улица Кораблестроителей, 16к3",107.7,2/16,11990,19000000,4,16,2007,59.941885,30.211825
"Россия, Санкт-Петербург, Комендантский проспект, 58к1",85.0,23/23,18412,14000000,3,25,2018,60.033265,30.22804
"Россия, Санкт-Петербург, Богатырский проспект, 63",69.0,5/7,16464,7400000,3,9,1999,60.008698,30.202132
"Россия, Санкт-Петербург, Балтийский бульвар, 4",97.4,12/24,14894,11850000,4,25,2018,59.868984,30.155707
"Россия, Санкт-Петербург, Ремесленная улица, 1В",192.3,7/8,17039,27690000,3,3,1916,59.96135,30.268177
"Россия, Санкт-Петербург, Смольный проспект, 17",106.1,7/8,20753,19130000,3,10,2017,59.944292,30.39651
"Россия, Санкт-Петербург, Ломоносов, Кронштадтская улица, 4А",43.0,4/5,15915,3350000,2,5,1969,59.916604,29.77254
"Россия, Санкт-Петербург, Песочная набережная, 40",171.0,3/6,16692,39900000,3,14,2006,59.96766,30.285406
"Россия, Санкт-Петербург, Софийская улица, 72",16.0,1/5,11283,1340000,0,5,1967,59.843584,30.435497
"Россия, Санкт-Петербург, проспект Александровской Фермы, 2",36.7,4/18,17556,4100000,1,18,1991,59.864101,30.454056
"Россия, Санкт-Петербург, Светлановский проспект, 71к2",48.8,12/12,15818,6300000,2,12,1976,60.020264,30.377672
"Россия, Ленинградская область, Всеволожский район, Мурино, Воронцовский бульвар, 6",26.0,12/25,19413,2980000,0,23,2015,60.053835,30.421214
"Россия, Санкт-Петербург, территория Сосновая Поляна",38.6,4/10,11256,4100000,1,10,2004,59.835247,30.154567
"Россия, Санкт-Петербург, Загребский бульвар, 37/27",51.0,2/9,16923,5900000,2,9,1979,59.830535,30.414198
"Россия, Санкт-Петербург, Богатырский проспект, 63",60.0,13/16,12154,8000050,2,,2006,60.008698,30.202132
"Россия, Санкт-Петербург, Пулковская улица, 8к1",153.0,17/25,13773,26000000,3,25,2011,59.838041,30.350426
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Московское шоссе, 14",48.0,6/7,16852,6000000,2,,,59.800096,30.398046
"Россия, Санкт-Петербург, Суздальское шоссе, 28к2",60.0,13/25,14183,8500000,2,26,2016,60.05817,30.271123
"Россия, Санкт-Петербург, проспект Просвещения, 15",27.5,6/28,13691,4300000,0,29,2017,60.053952,30.327196
"Россия, Санкт-Петербург, Яхтенная улица",66.0,2/16,15002,6650000,2,,,59.994562,30.219173
"Россия, Санкт-Петербург, бульвар Новаторов, 35",22.5,5/9,15663,3200000,1,9,1964,59.84786,30.264862
"Россия, Санкт-Петербург, Колпино, Заводской проспект, 34",83.0,2/9,20041,6590000,3,9,1976,59.731214,30.576919
"Россия, Санкт-Петербург, улица Ленина, 28",122.0,4/6,20878,11990000,5,5,1904,59.962679,30.302016
"Россия, Санкт-Петербург, Московский проспект, 182",101.7,4/6,15207,15349000,4,6,1949,59.875005,30.321123
"Россия, Санкт-Петербург, Среднерогатская улица, 11",36.7,21/24,19163,5500000,1,26,2017,59.822711,30.33308
"Россия, Санкт-Петербург, Ириновский проспект, 21к2",71.0,5/12,12852,5250000,3,,,59.956093,30.470522
"Россия, Санкт-Петербург, Балтийский бульвар, 4",65.9,23/24,12742,7700000,2,25,2018,59.868984,30.155707
"Россия, Санкт-Петербург, Кирилловская улица, 22",77.0,5/6,20130,6500000,4,,,59.936764,30.383592
"Россия, Санкт-Петербург, Комендантский проспект, 58к1",54.0,16/23,18575,8190000,2,25,2018,60.033265,30.22804
"Россия, Санкт-Петербург, Союзный проспект, 10",46.4,13/16,13503,6500000,2,16,2017,59.919784,30.439198
"Россия, Санкт-Петербург, Ярославский проспект, 27",52.7,3/8,11512,8400000,1,10,2013,60.013479,30.321501
"Россия, Санкт-Петербург, Новосмоленская набережная, 2",53.1,5/22,11604,7000000,2,,,59.947086,30.229217
"Россия, Санкт-Петербург, улица Коммуны, 28к3",34.0,1/9,11416,3150000,1,9,1981,59.948172,30.499008
"Россия, Ленинградская область, Всеволожский район, Мурино, улица Шоссе в Лаврики, 74к3, подъезд 1",30.8,4/17,22022,2320193,1,17,2014,60.062382,30.458053
"Россия, Санкт-Петербург, Каменноостровский проспект, 9",133.0,2/6,16370,36400000,4,6,1911,59.95839,30.319021
"Россия, Санкт-Петербург, Московский район, муниципальный округ Пулковский Меридиан",57.9,4/9,19309,6500000,3,9,1985,59.787284,30.302789
"Россия, Санкт-Петербург, Малый проспект Васильевского острова, 65к1",42.0,2/5,15106,6150000,2,,,59.938568,30.242628
"Россия, Санкт-Петербург, Петровский проспект, 5",152.0,9/10,14157,27436000,4,12,2017,59.959233,30.27221
"Россия, Санкт-Петербург, Выборгское шоссе, 15",39.0,20/20,17790,6150000,1,28,2012,60.05295,30.311862
"Россия, Санкт-Петербург, проспект Маршала Жукова, 36к1",126.1,16/25,13062,13900000,3,25,2006,59.853211,30.224815
"Россия, Санкт-Петербург, посёлок Парголово, улица Николая Рубцова, 9",35.2,2/23,21333,4200000,1,28,2014,60.076816,30.340931
"Россия, Ленинградская область, Всеволожский район, Мурино, проспект Авиаторов Балтики, 5",27.0,7/25,15694,3340000,0,25,2015,60.050763,30.437617
"Россия, Санкт-Петербург, Свердловская набережная, 60",39.0,3/9,13606,4599000,1,8,1969,59.954701,30.408664
"Россия, Санкт-Петербург, Богатырский проспект, 7к2",45.6,6/9,12711,5500000,2,12,1983,60.000317,30.287957
"Россия, Санкт-Петербург, бульвар Новаторов, 26к2",37.0,6/9,17668,4900000,1,10,1997,59.847928,30.275695
"Россия, Санкт-Петербург, Юнтоловский проспект, 53к2",63.2,4/5,14406,6400000,2,5,2017,60.033211,30.145889
"Россия, Ленинградская область, Всеволожский район, Мурино, улица Шувалова, 2",55.1,17/20,22241,5100000,2,20,2014,60.050291,30.424573
"Россия, Санкт-Петербург, улица Мира, 36",102.1,3/8,12284,16840000,3,9,2017,59.962489,30.3284
"Россия, Санкт-Петербург, Брюсовская улица, 11к2",54.0,4/14,20635,5300000,2,14,1973,59.98796,30.420064
"Россия, Санкт-Петербург, Красное Село, улица Освобождения, 31к4",39.0,4/9,11284,3500000,1,9,2012,59.745843,30.079485
"Россия, Санкт-Петербург, Стремянная улица, 15/1",134.0,7/7,16354,32000000,4,7,2012,59.93071,30.352223
"Россия, Санкт-Петербург, улица Маршала Захарова, 12к2",45.0,3/10,14326,4250000,1,14,2009,59.858272,30.161358
"Россия, Санкт-Петербург, проспект Луначарского, 37к2, подъезд 1",49.2,2/12,21432,5270000,2,,,60.037647,30.352052
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Московское шоссе, 246",114.0,11/12,18707,7600000,4,12,2014,59.759619,30.474277
"Россия, Санкт-Петербург, улица Обручевых, 5",43.5,12/18,12973,5200000,1,20,2018,60.012336,30.379226
"Россия, Санкт-Петербург, проспект Энгельса, 97",283.7,24/25,19972,39000000,5,25,2004,60.025992,30.320324
"Россия, Санкт-Петербург, Глухарская улица, 33к1",44.4,10/19,14523,4790000,1,20,2013,60.037584,30.240068
"Россия, Санкт-Петербург, улица Куйбышева, 20",104.0,6/7,11969,9190000,4,7,1879,59.955881,30.328786
"Россия, Санкт-Петербург, улица Тамбасова, 31к2",40.0,7/10,12066,4400000,1,9,1968,59.826031,30.154728
"Россия, Санкт-Петербург, Фурштатская улица, 37",96.0,3/3,14911,19700000,3,3,1895,59.944877,30.364422
"Россия, Санкт-Петербург, Ленинский проспект, 82к1",99.0,10/17,22137,10400000,3,20,2011,59.858367,30.196257
"Россия, Санкт-Петербург, посёлок Парголово, Парашютная улица",60.5,1/17,16586,6390000,3,17,2017,60.063464,30.211843
"Россия, Санкт-Петербург, Выборгское шоссе, 1",47.0,8/24,19414,6050000,2,9,1999,60.037117,30.321554
"Россия, Санкт-Петербург, Свердловская набережная, 58",70.0,12/13,16465,10900000,2,16,2014,59.956183,30.40676
"Россия, Санкт-Петербург, территория Горелово, улица Коммунаров, 114",45.0,9/10,18414,4050000,2,10,1987,59.784254,30.148233
"Россия, Санкт-Петербург, улица Маршала Казакова, 78к1",36.0,2/11,16699,4070000,1,26,2015,59.868803,30.165805
"Россия, Санкт-Петербург, улица Дмитрия Устинова, 1",33.5,5/9,11991,3690000,1,9,1989,59.840085,30.499933
"Россия, Санкт-Петербург, Петровский проспект, 5",76.6,3/10,17041,13440000,1,12,2017,59.959233,30.27221
"Россия, Санкт-Петербург, Кировский район, муниципальный округ Княжево",86.0,15/15,11262,11990000,3,24,2010,59.852606,30.288407
"Россия, Санкт-Петербург, Каменноостровский проспект, 16",170.0,2/7,15916,24000000,3,7,1903,59.959395,30.317341
"Россия, Санкт-Петербург, Наличная улица, 28/16",68.0,5/12,20754,14800000,2,12,2010,59.941759,30.228992
"Россия, Санкт-Петербург, Ленинский проспект, 72к1",91.5,18/18,16000,11950000,3,18,2010,59.861498,30.182289
"Россия, Санкт-Петербург, 2-я линия Васильевского острова, 19",74.5,2/5,15003,11150000,4,5,1906,59.941894,30.287221
"Россия, Санкт-Петербург, Туристская улица",29.1,14/16,17558,5300000,0,16,2007,59.99701,30.208088
"Россия, Санкт-Петербург, Бухарестская улица, 72А",49.0,14/23,13692,7400000,1,20,2014,59.875343,30.376549
"Россия, Санкт-Петербург, Балтийский бульвар, 4",50.8,14/24,14896,7095000,1,25,2018,59.868984,30.155707
"Россия, Санкт-Петербург, проспект Просвещения, 32к2",60.0,1/9,21532,5500000,3,9,1979,60.05468,30.332532
"Россия, Санкт-Петербург, проспект Обуховской Обороны, 138к2",98.0,3/35,13521,10900000,3,36,2012,59.845785,30.484715
"Россия, Санкт-Петербург, улица Добровольцев, 46",60.0,3/9,20042,6000000,3,,,59.829997,30.166344
"Россия, Санкт-Петербург, улица Адмирала Трибуца, 10",42.0,11/20,13777,5600000,1,19,2015,59.851625,30.148063
"Россия, Санкт-Петербург, территория Сосновая Поляна",43.0,5/5,15664,3600000,2,5,1971,59.835247,30.154567
"Россия, Санкт-Петербург, Туристская улица",32.0,9/18,15823,5100000,1,16,2007,59.99701,30.208088
"Россия, Санкт-Петербург, 15-я линия Васильевского острова, 74",71.0,3/5,14189,10000000,3,5,1905,59.945252,30.262158
"Россия, Санкт-Петербург, Среднерогатская улица, 20",23.0,11/17,11514,2850000,0,18,2019,59.820282,30.3382
"Россия, Санкт-Петербург, Малый проспект Петроградской стороны, 69",112.0,4/6,19167,12000000,5,,1910,59.964268,30.303813
"Россия, Санкт-Петербург, Среднерогатская улица, 9",62.2,13/16,20131,8800000,2,24,2016,59.82509,30.333071
"Россия, Санкт-Петербург, Ярославский проспект, 23",100.2,1/8,16924,14150000,2,8,2014,60.012872,30.321995
"Россия, Санкт-Петербург, Колпино, Тверская улица, 54",72.5,5/9,15212,5500000,4,9,1985,59.737328,30.614971
"Россия, Ленинградская область, Всеволожский район, Мурино, улица Шувалова, 23",23.8,6/17,12854,2750000,0,18,2017,60.063294,30.432766
"Россия, Санкт-Петербург, Ольховая улица, 20",72.0,1/9,14410,6890000,3,9,1988,60.015709,30.253507
"Россия, Санкт-Петербург, улица Шаврова, 9",34.0,4/9,14160,4300000,1,10,1989,60.023358,30.233591
"Россия, Санкт-Петербург, Красное Село, Гатчинское шоссе, 13к3",30.0,2/5,12745,2650000,1,,,59.719047,30.077078
"Россия, Санкт-Петербург, Туристская улица",27.5,8/25,21336,4050000,0,25,2009,59.99701,30.208088
"Россия, Санкт-Петербург, Богатырский проспект, 63",79.1,2/10,19310,8500000,3,10,2004,60.008698,30.202132
"Россия, Санкт-Петербург, территория Усть-Славянка, Заводская улица, 15",25.0,12/24,20879,2999000,0,25,2018,59.831087,30.545037
"Россия, Санкт-Петербург, Ждановская улица, 45",109.4,4/10,13068,19598000,2,15,2017,59.962719,30.267485
"Россия, Санкт-Петербург, 4-я Советская улица, 3А",44.8,1/5,15111,7100000,2,5,1862,59.93438,30.366452
"Россия, Санкт-Петербург, улица Типанова, 4",68.1,5/7,11417,10000000,2,,,59.850676,30.326576
"Россия, Санкт-Петербург, Пушкин, Оранжерейная улица, 51А",42.0,1/4,11992,4500000,2,4,1960,59.724437,30.416533
"Россия, Санкт-Петербург, Почтамтская улица, 11",36.0,3/5,13504,4700000,1,,,59.931833,30.300345
"Россия, Санкт-Петербург, Муринская дорога, 80к1",79.0,12/18,21433,6790000,3,18,2015,60.035787,30.450418
"Россия, Санкт-Петербург, Среднерогатская улица, 11",66.3,2/23,19973,7065000,3,26,2017,59.822711,30.33308
"Россия, Санкт-Петербург, улица Беринга, 27к1",108.0,8/17,18711,16700000,3,16,2007,59.945562,30.237005
"Россия, Санкт-Петербург, Купчинская улица, 9к1, подъезд 1",61.9,2/9,11608,6150000,3,9,1973,59.843037,30.381445
"Россия, Санкт-Петербург, улица Савушкина, 63В",100.0,9/9,12156,15000000,3,16,2004,59.984656,30.269605
"Россия, Санкт-Петербург, набережная Лейтенанта Шмидта, 7",153.0,2/3,13608,39700000,3,3,1863,59.936517,30.283834
"Россия, Санкт-Петербург, Заозёрная улица, 6",66.0,1/5,12712,5490000,2,6,1912,59.907627,30.322947
"Россия, Санкт-Петербург, Дмитровский переулок, 12",85.0,1/5,16371,10700000,4,5,1874,59.929659,30.350381
"Россия, Санкт-Петербург, Дальневосточный проспект, 12к2",35.3,14/22,17795,4295000,2,13,2018,59.913726,30.438479
"Россия, Санкт-Петербург, улица Композиторов, 18",54.0,23/25,18577,9000000,1,25,2010,60.056481,30.312176
"Россия, Санкт-Петербург, улица Жукова, 1",99.0,11/14,16853,14185000,3,15,,59.962435,30.405062
"Россия, Санкт-Петербург, Бестужевская улица, 22к2",48.0,5/9,16700,5450000,2,9,1976,59.984737,30.404307
"Россия, Санкт-Петербург, Ждановская улица, 45",72.0,3/10,12069,23760000,1,15,2017,59.962719,30.267485
"Россия, Ленинградская область, Всеволожский район, Мурино, Петровский бульвар, 12к2",21.0,10/19,12975,2690000,0,20,2017,60.059944,30.428795
"Россия, Санкт-Петербург, набережная реки Фонтанки, 51-53",148.0,4/4,22138,17500000,4,5,1916,59.9297,30.337392
"Россия, Санкт-Петербург, улица Тельмана, 41к1",36.8,15/17,16355,4560000,1,17,2007,59.89213,30.483359
"Россия, Санкт-Петербург, Шпалерная улица, 26",74.0,2/3,22243,9900000,1,,1813,59.949213,30.351747
"Россия, Санкт-Петербург, Рябовское шоссе, 121к4",34.2,4/5,11288,2900000,1,5,1992,59.98539,30.522831
"Россия, Санкт-Петербург, проспект Королёва, 48к1",79.0,10/12,18415,8490000,3,12,1989,60.023812,30.249959
"Россия, Санкт-Петербург, Люблинский переулок, 3Б",50.0,1/3,15004,5600000,3,4,1906,59.917425,30.292162
"Россия, Санкт-Петербург, проспект Просвещения, 15",118.0,9/21,14530,13440000,3,29,2017,60.053952,30.327196
"Россия, Санкт-Петербург, Пушкин, Колпинское шоссе, 63",79.8,3/5,17669,5600000,3,5,2006,59.724945,30.451577
"Россия, Санкт-Петербург, Пушкин, Сапёрная улица, 55к2с2",34.6,3/5,15921,4900000,1,5,2016,59.700116,30.403283
"Россия, Санкт-Петербург, Ланское шоссе, 10к5",44.2,3/7,19415,4850000,2,7,1962,59.99242,30.307595
"Россия, Ленинградская область, Ломоносовский район, Виллозское городское поселение, деревня Малое Карлино, 24",60.0,6/6,15665,4500000,2,6,2011,59.72245,30.268212
"Россия, Санкт-Петербург, Комендантский проспект, 57к2",55.9,16/19,15696,4800000,2,21,2018,60.03322,30.233421
"Россия, Санкт-Петербург, Республиканская улица, 6",119.0,10/12,22024,18700000,3,13,2001,59.934303,30.404262
"Россия, Санкт-Петербург, Искровский проспект",46.9,2/9,14327,5500000,2,9,1975,59.904699,30.467764
"Россия, Санкт-Петербург, улица Обручевых, 5",43.2,2/20,12286,5210000,1,20,2018,60.012336,30.379226
"Россия, Санкт-Петербург, Кирочная улица, 22",497.0,2/6,20755,47000000,5,5,1910,59.944174,30.356688
"Россия, Санкт-Петербург, Транспортный переулок, 2А",49.8,1/6,20641,7500000,1,6,1999,59.920956,30.357038
"Россия, Санкт-Петербург, Красное Село, Геологическая улица, 44к1",32.0,6/9,14912,3000000,1,9,2012,59.746972,30.081821
"Россия, Санкт-Петербург, улица Адмирала Черокова, 22",24.0,14/17,11516,3500000,0,18,2015,59.850405,30.134983
"Россия, Санкт-Петербург, улица Оптиков",58.1,19/25,17043,6755000,2,16,2012,59.999287,30.2253
"Россия, Санкт-Петербург, проспект Тореза, 22",48.1,7/12,11970,5600000,2,12,1967,60.001136,30.357963
"Россия, Санкт-Петербург, 1-й Предпортовый проезд, 14",33.5,2/18,16467,5100000,1,18,2015,59.842264,30.306355
"Россия, Санкт-Петербург, Дунайский проспект, 34/16",93.0,6/16,16001,10200000,4,17,2003,59.835659,30.380798
"Россия, Санкт-Петербург, Приморский проспект, 43",80.9,4/5,14196,11200000,2,5,2015,59.983779,30.281094
"Россия, Санкт-Петербург, Наличная улица, 45к1",79.0,1/9,14411,7400000,4,9,1972,59.94431,30.231489
"Россия, Санкт-Петербург, Среднеохтинский проспект, 1к4",30.6,5/5,21533,4200000,1,5,1961,59.944296,30.416506
"Россия, Санкт-Петербург, Дунайский проспект, 28к2, подъезд 2",37.0,7/24,21434,6250000,1,24,2008,59.833068,30.362545
"Россия, Санкт-Петербург, Петровский проспект, 24к3",36.9,1/9,17560,9200000,1,9,2018,59.959435,30.25922
"Россия, Санкт-Петербург, Загребский бульвар, 9",43.0,2/25,11263,5350000,1,9,1979,59.844985,30.398756
"Россия, Санкт-Петербург, улица Солдата Корзуна, 22",31.0,3/5,15824,3350000,1,5,1969,59.837639,30.217017
"Россия, Санкт-Петербург, Пушкин, Ленинградская улица, 1",97.0,3/3,13778,11500000,3,3,1961,59.723829,30.426792
"Россия, Санкт-Петербург, Лужская улица, 16",30.0,4/5,20881,3600000,1,5,1970,60.027404,30.428661
"Россия, Санкт-Петербург, Купчинская улица, 33",63.6,3/9,19169,6300000,3,9,1976,59.826474,30.396447
"Россия, Санкт-Петербург, Витебский проспект",44.4,3/5,13522,4750000,2,5,1965,59.851783,30.365626
"Россия, Санкт-Петербург, улица Крыленко, 1к1с6",61.0,2/25,13693,6200000,2,16,2017,59.891661,30.452825
"Россия, Санкт-Петербург, Малая Бухарестская улица",40.0,8/19,16925,5800000,1,19,2006,59.84814,30.41409
"Россия, Санкт-Петербург, Турбинная улица, 24",62.4,3/5,14897,6470019,2,5,1930,59.893583,30.270324
"Россия, Санкт-Петербург, Гончарная улица, 17",14.0,1/5,11609,1885000,0,4,1896,59.928374,30.365689
"Россия, Санкт-Петербург, Свердловская набережная, 60",48.0,6/8,12856,6350000,2,8,1969,59.954701,30.408664
"Россия, Санкт-Петербург, Русановская улица, 19к3",37.4,9/23,18720,4100000,1,24,2015,59.863649,30.515078
"Россия, Санкт-Петербург, проспект Пархоменко, 18",42.5,4/5,19974,5200000,2,5,1965,60.000303,30.336691
"Россия, Санкт-Петербург, Московский проспект, 183-185",141.5,4/8,12746,22280000,3,,,59.855331,30.319839
"Россия, Санкт-Петербург, Пушкин, Пушкинская улица, 8",64.0,4/4,20043,7750000,3,4,1971,59.723648,30.401837
"Россия, Санкт-Петербург, улица Жака Дюкло, 2, подъезд 3",42.0,2/4,16589,5200000,2,4,1952,60.00854,30.360505
"Россия, Санкт-Петербург, Колпино, Тверская улица, 60",80.0,2/12,11419,6350000,3,12,1989,59.733532,30.612986
"Россия, Санкт-Петербург, Кузнецовская улица, 11",46.2,12/27,14162,6799000,1,28,2002,59.870682,30.311332
"Россия, Санкт-Петербург, шоссе Революции, 18, подъезд 1",56.2,4/5,15213,5300000,2,5,1962,59.959674,30.418528
"Россия, Санкт-Петербург, Московский проспект, 183-185",106.0,8/17,17796,14800000,3,24,2014,59.855331,30.319839
"Россия, Санкт-Петербург, Новоизмайловский проспект, 3",57.0,6/9,18579,6900000,3,9,1964,59.873555,30.304531
"Россия, Санкт-Петербург, Гражданский проспект, 15к1",134.9,11/17,21339,13500000,4,17,2000,60.003291,30.38882
"Россия, Санкт-Петербург, Благодатная улица, 34",52.7,1/6,11995,8360000,2,,,59.876233,30.327214
"Россия, Санкт-Петербург, улица Крыленко, 1к1с3",39.0,15/25,15113,4400000,1,26,2016,59.892721,30.452556
"Россия, Санкт-Петербург, Колпино, Вознесенское шоссе, 49к2",57.0,5/12,13069,4800000,2,24,2012,59.76144,30.630126
"Россия, Санкт-Петербург, улица Крыленко, 45к1",55.0,3/9,15006,4785000,3,9,1969,59.901242,30.494265
"Россия, Санкт-Петербург, Витебский проспект, 53к1",43.0,5/5,13507,4100000,2,5,1964,59.848999,30.363784
"Россия, Санкт-Петербург, Ждановская улица, 45",58.0,6/10,22245,19500000,1,15,2017,59.962719,30.267485
"Россия, Санкт-Петербург, Южное шоссе, 74",40.0,9/25,12158,5650000,1,25,2014,59.862967,30.411925
"Россия, Санкт-Петербург, Елагинский проспект",88.3,7/10,15697,8000000,4,10,1995,60.007524,30.233403
"Россия, Ленинградская область, Ломоносовский район, деревня Низино, Верхняя улица, 1к1",43.3,5/5,16468,2613000,1,,,59.835175,29.873241
"Россия, Санкт-Петербург, Шуваловский проспект, 63Б",27.0,5/16,19311,3700000,0,17,2010,60.023947,30.222821
"Россия, Санкт-Петербург, Московский проспект, 86А",46.6,6/8,18418,6800000,3,,,59.9033,30.31921
"Россия, Санкт-Петербург, территория Усть-Славянка, Заводская улица, 15",59.0,12/32,16703,5023000,2,25,2018,59.831087,30.545037
"Россия, Санкт-Петербург, Пушкинский район, посёлок Шушары, Московское шоссе, 14",86.5,6/6,16357,11000000,3,9,1950,59.800096,30.398046
"Россия, Санкт-Петербург, Новоовсянниковская улица, 13",47.0,2/2,19420,4500000,2,2,1951,59.888564,30.263577
"Россия, Санкт-Петербург, Среднерогатская улица, 9",34.9,2/23,12977,4530095,1,24,2016,59.82509,30.333071
"Россия, Санкт-Петербург, посёлок Парголово, Парашютная улица",64.5,5/25,11295,5900000,2,17,2017,60.063464,30.211843
"Россия, Санкт-Петербург, Ленинский проспект, 55к2, подъезд 3",41.6,5/17,17670,4150000,1,17,2010,59.861507,30.171248
"Россия, Санкт-Петербург, Клочков переулок, 10",52.1,8/12,12857,6700000,2,12,1994,59.920659,30.462886
"Россия, Санкт-Петербург, улица Бадаева, 8к2, подъезд 1",35.1,6/17,20132,4700000,1,17,2008,59.91743,30.44854
"Россия, Санкт-Петербург, 8-я линия Васильевского острова, 63",130.6,1/2,20643,10950000,5,3,1909,59.945414,30.27415
"Россия, Санкт-Петербург, Петровский проспект, 5",87.2,9/10,12287,14865000,1,12,2017,59.959233,30.27221
"Россия, Санкт-Петербург, Красное Село, Нарвская улица, 2",65.2,13/14,12718,4850000,3,14,1993,59.721443,30.068697
"Россия, Санкт-Петербург, 7-я Советская улица, 16",180.0,2/5,16372,24000000,5,5,1899,59.936359,30.372013
"Россия, Ленинградская область, Всеволожский район, Мурино, Новая улица, 7",53.0,15/27,15922,5100000,2,27,2013,60.040928,30.447184
"Россия, Санкт-Петербург, улица Решетникова, 9",57.0,2/7,22141,8500000,3,7,1954,59.877786,30.324465
"Россия, Санкт-Петербург, Пискарёвский проспект, 21к2",43.5,14/16,12072,4900000,1,,,59.966791,30.41312
"Россия, Санкт-Петербург, Петергофское шоссе, 17к1",70.0,17/25,22025,8200010,2,25,2008,59.847706,30.187113
"Россия, Санкт-Петербург, улица Кораблестроителей, 32к1",150.1,9/13,14531,26490000,4,27,2003,59.953462,30.216784
"Россия, Санкт-Петербург, проспект Александровской Фермы, 8",35.0,12/25,20882,4880000,1,26,2017,59.861706,30.452502
"Россия, Санкт-Петербург, Кронштадт, улица Мануильского, 41",43.0,2/5,14898,3000000,2,5,1969,59.986722,29.788665
"Россия, Санкт-Петербург, улица Маршала Казакова, 78к1",34.2,25/25,11517,3890000,1,26,2015,59.868803,30.165805
"Россия, Санкт-Петербург, Российский проспект, 3к1",55.0,6/12,13609,5900000,1,,,59.9235,30.472921
"Россия, Санкт-Петербург, Гражданский проспект, 36",63.1,14/23,13525,8900000,2,24,2004,60.010938,30.394138
"Россия, Санкт-Петербург, Среднерогатская улица, 20",72.0,12/17,20756,6190000,2,18,2019,59.820282,30.3382
"Россия, Санкт-Петербург, улица Димитрова",85.0,5/19,16002,11300000,3,20,2007,59.851173,30.398289
