adress,area,floor,price,rooms,floors_total,year,latitude,longitude,district
"Россия, Самара, посёлок Соцгород, Бакинская улица, 34А", 57.0, 4/5, 2400000, 3, 5,,53.119935,50.082559, Куйбышевский
"Россия, Самара, улица Куйбышева, 113", 78.7, 2/2, 3900000, 2, 2,,53.189625,50.090608, Самарский
"Россия, Самара, Садовая улица, 176", 62.2, 26/29, 9000000, 2, 29,,53.196342,50.109877, Ленинский
"Россия, Самара, Ново-Садовая улица, 311", 83.8, 5/16, 4296930, 2, 16,,53.235052,50.193654, Промышленный
"Россия, Самара, Галактионовская улица, 81", 86.4, 8/9, 5990000, 2, 9,,53.191308,50.102358, Ленинский
"Россия, Самара, поселок 113-й километр, Фестивальная улица, 6", 83.0, 3/3, 1980000, 3, 3,,53.101075,50.032299, Куйбышевский
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, 4-й квартал, 25", 68.1, 1/5, 2990000, 3, 5,,53.386771,50.166624, Красноглинский
"Россия, Самара, улица 22 Партсъезда, 27", 58.0, 2/5, 3200000, 2, 5,,53.21042,50.23115, Советский
"Россия, Самара, Солнечная улица, 11", 53.0, 7/9, 3300000, 2, 9,,53.241821,50.189908, Промышленный
"Россия, Самара, Пензенская улица, 43", 48.0, 2/9, 3050000, 2, 9,,53.18805,50.1383, Железнодорожный
"Россия, Самара, Ленинская улица, 20", 59.0, 2/5, 4600000, 2, 5,,53.18145,50.102277, Самарский
"Россия, Самара, 5-я просека", 64.38, 12/17, 3180000, 2, 17,,53.247053,50.182191, Октябрьский
"Россия, Самара, Ташкентская улица, 186А", 84.0, 10/12, 4000000, 2, 12,,53.256956,50.235839, Кировский
"Россия, Самара, улица Александра Матросова, 96", 56.1, 1/5, 2600000, 3, 5,,53.221905,50.228958, Промышленный
"Россия, Самара, улица Лукачева, 10", 76.0, 14/24, 6800000, 2, 24,,53.216998,50.166444, Октябрьский
"Россия, Самара, 5-я просека", 65.0, 10/18, 3500000, 2, 18,,53.247053,50.182191, Октябрьский
"Россия, Самара, Товарная улица, 7В", 54.5, 1/5, 2000000, 3, 5,,53.230994,50.294247, Кировский
"Россия, Самара, улица Гастелло, 49", 88.0, 4/10, 9000000, 2, 10,,53.222013,50.194543, Октябрьский
"Россия, Самара, улица Гая, 27Б", 70.0, 15/16, 5500000, 2, 16,,53.210635,50.165025, Октябрьский
"Россия, Самара, улица Стара Загора, 105", 55.8, 3/5, 2650000, 3, 5,,53.231074,50.218564, Промышленный
"Россия, Самара, улица Лейтенанта Шмидта", 62.64, 1/17, 3250000, 2, 17,,53.223172,50.15296, Октябрьский
"Россия, Самара, Физкультурная улица, 133", 62.5, 5/5, 2500000, 3, 5,,53.221845,50.273739, Промышленный
"Россия, Самара, улица Георгия Димитрова, 80А", 68.0, 4/24, 3022800, 2, 24,,53.254391,50.231239, Кировский
"Россия, Самара, улица Антонова-Овсеенко", 56.4, 5/5, 2320000, 3, 5,,53.212253,50.209419, Октябрьский
"Россия, Самара, проспект Кирова, 399Б", 69.6, 21/24, 3201600, 2, 24,,53.252969,50.228185, Кировский
"Россия, Самара, улица Гагарина", 58.3, 5/5, 2600000, 3, 5,,53.201013,50.199116, Советский
"Россия, Самара, посёлок Мехзавод, 12-й квартал, 4", 58.0, 1/5, 2250000, 3, 5,,53.302591,50.276047, Красноглинский
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 41", 58.0, 1/5, 2349000, 3, 5,,53.123382,50.092162, Куйбышевский
"Россия, Самара, Комсомольская улица, 7", 60.0, 5/10, 5740000, 2, 10,,53.182173,50.076963, Самарский
"Россия, Самара, улица Венцека, 81", 72.0, 5/6, 6400000, 2, 6,,53.182519,50.098989, Самарский
"Россия, Самара, улица Куйбышева, 91", 67.0, 3/3, 2600000, 3, 3,,53.187105,50.088973, Самарский
"Россия, Самара, улица Крутые Ключи, 5", 67.0, 1/3, 2700000, 3, 3,,53.322599,50.305045, Красноглинский
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 22", 71.0, 5/10, 3450000, 2, 10,,53.146996,50.061988, Куйбышевский
"Россия, Самара, Демократическая улица, 22А", 60.0, 8/13, 4500000, 2, 13,,53.266112,50.216363, Промышленный
"Россия, Самара, улица Строителей, 33", 62.63, 7/16, 2912300, 2, 16,,53.236491,50.276101, Кировский
"Россия, Самара, улица Свободы, 69", 54.0, 3/5, 2850000, 3, 5,,53.21139,50.237195, Советский
"Россия, Самара, Можайский переулок, 1", 70.0, 10/10, 2890000, 3, 10,,53.18758,50.21498, Советский
"Россия, Самара, проспект Карла Маркса, 39", 54.0, 3/10, 3650000, 2, 10,,53.195031,50.14607, Железнодорожный
"Россия, Самара, Артёмовская улица, 30", 53.6, 9/12, 3150000, 2, 12,,53.201936,50.187456, Октябрьский
"Россия, Самара, улица Лейтенанта Шмидта, 10", 76.0, 10/17, 4250000, 2, 17,,53.225145,50.152143, Октябрьский
"Россия, Самара, улица Советской Армии, 181", 77.0, 2/16, 4050000, 2, 16,,53.224158,50.200571, Советский
"Россия, Самара, улица Карбышева, 69А", 47.0, 15/16, 3450000, 2, 16,,53.209427,50.206724, Советский
"Россия, Самара, Корабельная улица, 10", 57.0, 6/16, 3600000, 2, 16,,53.202567,50.182102, Октябрьский
"Россия, Самара, проспект Карла Маркса", 74.22, 2/24, 3860000, 2, 24,,53.224503,50.213156, Октябрьский
"Россия, Самара, Чапаевская улица, 130", 65.0, 3/4, 3500000, 2, 4,,53.189997,50.095567, Самарский
"Россия, Самара, Ново-Садовая улица, 106Лк1", 62.0, 8/19, 5500000, 2, 19,,53.221274,50.153535, Октябрьский
"Россия, Самара, Невская улица, 7", 48.0, 8/8, 3900000, 2, 8,,53.209265,50.127933, Октябрьский
"Россия, Самара, Садовая улица", 59.0, 15/16, 4201780, 2, 16,,53.194459,50.108961, Ленинский
"Россия, Самара, Владимирская улица", 63.0, 5/20, 3160000, 2, 20,,53.193402,50.139459, Железнодорожный
"Россия, Самара, 6-я просека, 165", 62.0, 7/16, 4990000, 2, 16,,53.24319,50.189701, Промышленный
"Россия, Самара, Ново-Садовая улица, 206", 56.0, 9/9, 3150000, 2, 9,,53.240204,50.196529, Промышленный
"Россия, Самара, Радонежская улица, 1", 61.7, 4/15, 5600000, 2, 15,,53.205129,50.141174, Октябрьский
"Россия, Самара, улица Советской Армии, 224", 58.0, 1/3, 2400000, 3, 3,,53.234648,50.183593, Октябрьский
"Россия, Самара, Осетинская улица, 4", 77.0, 15/16, 3150000, 2, 16,,53.154827,50.075966, Куйбышевский
"Россия, Самара, Парковый переулок", 58.0, 8/24, 3485130, 2, 24,,53.224379,50.176209, Октябрьский
"Россия, Самара, Печерская улица, 29", 65.0, 9/23, 4750000, 2, 23,,53.203419,50.183961, Железнодорожный
"Россия, Самара, улица Стара Загора, 100А", 44.0, 9/9, 3000000, 2, 9,,53.237731,50.223559, Промышленный
"Россия, Самара, Революционная улица, 7", 67.89, 14/26, 3733950, 2, 26,,53.216065,50.163093, Октябрьский
"Россия, Самара, улица Лейтенанта Шмидта, 10", 62.47, 16/17, 3550000, 2, 17,,53.225145,50.152143, Октябрьский
"Россия, Самара, улица Победы, 170", 76.0, 2/5, 3200000, 3, 5,,53.227517,50.279973, Промышленный
"Россия, Самара, улица Советской Армии, 203", 52.0, 7/16, 4000000, 2, 16,,53.229765,50.193771, Октябрьский
"Россия, Самара, Ново-Садовая улица, 106М", 79.0, 15/22, 5600000, 2, 22,,53.221037,50.151936, Октябрьский
"Россия, Самара, проспект Карла Маркса, 55", 87.0, 8/16, 6400000, 2, 16,,53.197184,50.151289, Железнодорожный
"Россия, Самара, Аэродромная улица, 20", 57.0, 3/5, 2590000, 3, 5,,53.192161,50.181814, Железнодорожный
"Россия, Самара, улица 22 Партсъезда, 30", 44.0, 1/5, 5500000, 2, 5,,53.210916,50.228688, Советский
"Россия, Самара, Самарская улица, 265", 94.3, 9/25, 7544000, 2, 25,,53.203985,50.122013, Ленинский
"Россия, Самара, улица Стара Загора, 97", 56.4, 5/5, 2600000, 3, 5,,53.230368,50.21586, Промышленный
"Россия, Самара, Красноармейская улица, 70", 67.0, 5/12, 4835000, 2, 12,,53.189771,50.117369, Железнодорожный
"Россия, Самара, улица Советской Армии", 72.0, 2/25, 3174160, 2, 25,,53.223209,50.200598, Советский
"Россия, Самара, Калужская улица, 11", 57.0, 15/24, 4000000, 2, 24,,53.216502,50.170963, Октябрьский
"Россия, Самара, улица Куйбышева, 58", 58.7, 3/3, 2600000, 3, 3,,53.184693,50.086727, Самарский
"Россия, Самара, поселок Кряж, Лысвенская улица, 20", 62.4, 2/3, 2500000, 3, 3,,53.136004,50.129146, Куйбышевский
"Россия, Самара, улица Мориса Тореза, 103", 47.0, 2/9, 3450000, 2, 9,,53.196957,50.201469, Советский
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, Батайская улица, 1", 67.0, 3/5, 3200000, 3, 5,,53.392468,50.170828, Красноглинский
"Россия, Самара, улица Венцека, 74", 74.9, 3/7, 5250000, 2, 7,,53.182918,50.099079, Самарский
"Россия, Самара, улица Степана Разина, 174", 80.0, 6/11, 7490000, 2, 11,,53.1929,50.089593, Самарский
"Россия, Самара, Майская улица, 3/185", 73.73, 16/16, 3465310, 2, 16,,53.235074,50.255997, Кировский
"Россия, Самара, улица Стара Загора, 98", 43.0, 6/9, 3200000, 2, 9,,53.236949,50.222598, Промышленный
"Россия, Самара, улица Победы, 92Б", 55.0, 5/6, 3350000, 2, 6,,53.21276,50.246304, Советский
"Россия, Самара, Часовая улица, 3", 56.0, 1/4, 1899000, 3, 4,,53.218546,50.159922, Октябрьский
"Россия, Самара, улица Авроры, 122", 48.0, 3/9, 3070000, 2, 9,,53.20275,50.189019, Октябрьский
"Россия, Самара, Самарская улица", 71.47, 9/9, 4859960, 2, 9,,53.195053,50.106841, Самарский
"Россия, Самара, улица Маяковского, 95", 56.0, 11/17, 4800000, 2, 17,,53.196488,50.123163, Ленинский
"Россия, Самара, улица Гагарина, 14", 54.2, 5/5, 2630000, 3, 5,,53.200452,50.166444, Октябрьский
"Россия, Самара, 6-я просека, 149", 73.0, 5/16, 4400000, 2, 16,,53.246207,50.190788, Октябрьский
"Россия, Самара, Ново-Садовая улица, 303А", 100.0, 10/16, 7800000, 2, 16,,53.234691,50.191525, Октябрьский
"Россия, Самара, Промышленный район, 7-я просека 6-й проезд", 100.0, 6/16, 6500000, 2, 16,,53.257828,50.189198, Промышленный
"Россия, Самара, Воронежская улица, 36", 73.0, 1/2, 2300000, 3, 2,,53.223333,50.246664, Промышленный
"Россия, Самара, Октябрьский район, 4-й проезд, 27", 88.0, 2/2, 4100000, 2, 2,,53.201909,50.186099, Октябрьский
"Россия, Самара, Центральная улица, 1", 56.0, 13/16, 4590000, 2, 16,,53.219414,50.190366, Октябрьский
"Россия, Самара, улица Братьев Коростелёвых, 66", 62.0, 2/16, 4200000, 2, 16,,53.184526,50.106922, Самарский
"Россия, Самара, улица Карла Либкнехта, 8", 44.0, 8/23, 3740000, 2, 23,,53.224266,50.151757, Октябрьский
"Россия, Самара, Ново-Садовая улица, 311", 86.1, 4/16, 4401780, 2, 16,,53.235052,50.193654, Промышленный
"Россия, Самара, Галактионовская улица, 43", 49.1, 5/7, 3750000, 2, 7,,53.187359,50.099978, Самарский
"Россия, Самарская область, Красноярский район, посёлок городского типа Волжский, улица Жилгородок, 4А", 54.8, 4/5, 1850000, 3, 5,,53.434445,50.126936, Волжский район
"Россия, Самара, площадь Куйбышева", 53.0, 8/16, 4260000, 2, 16,,53.195538,50.101783, Ленинский
"Россия, Самара, проспект Карла Маркса", 73.87, 16/24, 3955000, 2, 24,,53.224503,50.213156, Октябрьский
"Россия, Самара, улица Свободы, 190", 55.0, 3/5, 2950000, 3, 5,,53.230681,50.276272, Кировский
"Россия, Самара, 8-я просека 5-й переулок", 64.0, 14/18, 3180000, 2, 18,,53.259197,50.194525, Октябрьский
"Россия, Самара, улица Воеводина, 18А", 57.0, 5/5, 2200000, 3, 5,,53.234529,50.296969, Кировский
"Россия, Самара, Нагорная улица, 6", 88.61, 6/16, 4164670, 2, 16,,53.22012,50.220532, Кировский
"Россия, Самара, Воронежская улица, 220", 57.0, 2/5, 2550000, 3, 5,,53.242139,50.22055, Промышленный
"Россия, Самара, Корабельная улица, 10", 56.0, 6/22, 3600000, 2, 22,,53.202567,50.182102, Октябрьский
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 37", 60.0, 1/5, 2550000, 3, 5,,53.124652,50.094094, Куйбышевский
"Россия, Самара, посёлок Мехзавод, 15-й квартал, 12", 53.0, 3/5, 2160000, 3, 5,,53.302236,50.268223, Красноглинский
"Россия, Самара, Промышленный район, улица Кирова", 68.3, 16/24, 3073500, 2, 24,,53.211255,50.264073, Кировский
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 34А", 70.2, 9/10, 3088800, 2, 10,,53.147088,50.05879, Куйбышевский
"Россия, Самара, улица Советской Армии, 231", 45.0, 5/5, 3000000, 2, 5,,53.233247,50.189944, Советский
"Россия, Самара, посёлок Мехзавод, 6-й квартал, 8", 58.0, 4/5, 2060000, 3, 5,,53.297441,50.278653, Красноглинский
"Россия, Самара, проспект Карла Маркса", 58.97, 11/16, 2910000, 2, 16,,53.224503,50.213156, Промышленный
"Россия, Самара, Ново-Вокзальная улица, 146", 50.0, 5/9, 3800000, 2, 9,,53.241465,50.211342, Промышленный
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 6", 69.0, 4/10, 3150000, 3, 10,,53.106222,50.082137, Куйбышевский
"Россия, Самара, Центральная улица, 25", 64.7, 15/22, 5100000, 2, 22,,53.220864,50.193717, Октябрьский
"Россия, Самара, улица Дыбенко, 122", 47.0, 6/9, 3500000, 2, 9,,53.207038,50.223882, Советский
"Россия, Самара, улица Гастелло, 46", 102.3, 3/17, 8550000, 2, 17,,53.222724,50.195235, Октябрьский
"Россия, Самара, улица Тухачевского, 40А", 73.2, 23/25, 4050000, 2, 25,,53.189706,50.148199, Железнодорожный
"Россия, Самара, улица Советской Армии, 237", 44.0, 4/5, 3000000, 2, 5,,53.23357,50.187761, Октябрьский
"Россия, Самара, улица Строителей, 33", 89.0, 2/16, 4172910, 2, 16,,53.236491,50.276101, Кировский
"Россия, Самара, улица Мечникова, 50А", 78.0, 7/17, 5600000, 2, 17,,53.190235,50.133871, Железнодорожный
"Россия, Самара, проспект Ленина, 7", 54.0, 2/12, 3550000, 2, 12,,53.211137,50.143672, Октябрьский
"Россия, Самара, Советская улица, 73", 57.6, 4/10, 3700000, 2, 10,,53.233883,50.262142, Кировский
"Россия, Самара, улица Пушкина, 194", 82.0, 5/16, 7100000, 2, 16,,53.198689,50.118573, Ленинский
"Россия, Самара, 6-я просека, 125", 86.0, 6/16, 4800000, 2, 16,,53.24784,50.190151, Промышленный
"Россия, Самара, улица Стара Загора, 88", 52.4, 3/9, 3600000, 2, 9,,53.235155,50.215474, Промышленный
"Россия, Самара, посёлок Мехзавод, 7-й квартал, 2", 51.0, 3/5, 2600000, 3, 5,,53.296897,50.285929, Красноглинский
"Россия, Самара, 8-я просека 5-й переулок", 64.0, 5/18, 3400000, 2, 18,,53.259197,50.194525, Октябрьский
"Россия, Самара, улица Александра Матросова, 100", 56.0, 3/5, 2650000, 3, 5,,53.222428,50.228329, Промышленный
"Россия, Самара, улица Советской Армии", 66.0, 22/25, 3140070, 2, 25,,53.223209,50.200598, Советский
"Россия, Самара, улица Советской Армии, 228", 60.0, 3/3, 2500000, 3, 3,,53.234998,50.182793, Октябрьский
"Россия, Самара, проспект Карла Маркса, 487", 66.0, 9/9, 3050000, 3, 9,,53.247571,50.264738, Кировский
"Россия, Самара, Красноглинский район, посёлок Красная Глинка, Батайская улица, 7", 60.0, 2/5, 2300000, 3, 5,,53.39394,50.173002, Красноглинский
"Россия, Самара, улица Ерошевского, 20", 72.6, 6/14, 5600000, 2, 14,,53.215462,50.16189, Октябрьский
"Россия, Самара, Ново-Садовая улица, 22", 51.0, 8/9, 6500000, 2, 9,,53.210091,50.134527, Октябрьский
"Россия, Самара, улица Степана Разина, 10", 55.8, 1/2, 2500000, 3, 2,,53.177586,50.07964, Самарский
"Россия, Самара, Московское шоссе, 308", 53.0, 1/12, 3000000, 2, 12,,53.259557,50.234941, Промышленный
"Россия, Самара, улица Алексея Толстого, 50", 75.0, 3/3, 3800000, 2, 3,,53.184014,50.081284, Самарский
"Россия, Самара, Арцыбушевская улица, 39", 92.0, 6/17, 6174720, 2, 17,,53.192361,50.115294, Ленинский
"Россия, Самара, улица Строителей", 89.74, 14/16, 4217780, 2, 16,,53.235295,50.280216, Кировский
"Россия, Самара, улица Волгина, 121", 84.0, 7/9, 5700000, 2, 9,,53.194605,50.184123, Железнодорожный
"Россия, Самара, Полевая улица, 88", 43.1, 2/5, 3700000, 2, 5,,53.200366,50.13035, Октябрьский
"Россия, Самара, Ново-Садовая улица, 201Б", 74.0, 8/25, 6500000, 2, 25,,53.22157,50.169202, Октябрьский
"Россия, Самара, проспект Карла Маркса, 49", 72.8, 6/10, 5200000, 2, 10,,53.196461,50.149196, Железнодорожный
"Россия, Самара, проспект Карла Маркса, 438Б", 52.0, 5/9, 3570000, 2, 9,,53.244699,50.247589, Кировский
"Россия, Самара, 8-я просека 5-й переулок", 65.0, 12/18, 3100000, 2, 18,,53.259197,50.194525, Октябрьский
"Россия, Самара, улица Степана Разина, 55", 60.0, 2/2, 2350000, 3, 2,,53.186215,50.08591, Самарский
"Россия, Самара, Московское шоссе", 70.2, 22/26, 3720600, 2, 26,,53.253034,50.225715, Ленинский
"Россия, Самара, Центральная улица, 1", 70.0, 3/16, 4760000, 2, 16,,53.219414,50.190366, Октябрьский
"Россия, Самара, посёлок Соцгород, Пугачевский тракт, 59", 59.0, 4/9, 2600000, 3, 9,,53.125468,50.093106, Куйбышевский
"Россия, Самара, 5-я просека, 125", 68.0, 1/10, 4050000, 2, 10,,53.243341,50.180053, Октябрьский
"Россия, Самара, Пионерская улица, 100", 63.0, 15/16, 4800000, 2, 16,,53.181466,50.093995, Самарский
"Россия, Самара, Ново-Садовая улица, 2", 45.0, 4/5, 3600000, 2, 5,,53.205679,50.123909, Октябрьский
"Россия, Самара, проспект Карла Маркса, 416", 52.0, 5/5, 2490000, 3, 5,,53.24326,50.245783, Кировский
"Россия, Самара, улица Блюхера, 19", 59.0, 7/10, 4100000, 2, 10,,53.21358,50.199897, Советский
"Россия, Самара, улица Советской Армии, 203", 66.0, 12/16, 3650000, 2, 16,,53.229765,50.193771, Октябрьский
"Россия, Самара, 5-я просека, 123", 49.2, 5/11, 3750000, 2, 11,,53.242802,50.181131, Октябрьский
"Россия, Самара, улица Алексея Толстого, 2", 79.8, 5/5, 3000000, 2, 5,,53.177667,50.077017, Самарский
"Россия, Самара, Московское шоссе", 69.9, 7/25, 3040000, 2, 25,,53.253034,50.225715, Кировский
"Россия, Самара, улица Крутые Ключи, 14", 65.0, 1/3, 2949900, 3, 3,,53.322115,50.306734, Красноглинский
"Россия, Самара, Гаражная улица, 13А", 59.0, 5/5, 2950000, 3, 5,,53.208726,50.18238, Октябрьский
"Россия, Самара, Черемшанская улица, 156", 60.0, 9/9, 3698900, 2, 9,,53.236125,50.248649, Кировский
"Россия, Самара, улица Луначарского, 1", 72.72, 3/24, 4700000, 2, 24,,53.214631,50.145989, Октябрьский
"Россия, Самара, 5-я просека, 6Б", 63.95, 1/4, 2900000, 2, 4,,53.246633,50.183575, Октябрьский
"Россия, Самара, проспект Кирова, 379", 46.0, 8/9, 3000000, 2, 9,,53.24819,50.227754, Кировский
"Россия, Самара, Ново-Садовая улица, 163", 67.0, 3/4, 2800000, 3, 4,,53.219597,50.157353, Октябрьский
"Россия, Самара, посёлок Соцгород, улица 40 лет Пионерии, 23", 60.0, 2/5, 1950000, 3, 5,,53.111152,50.081221, Куйбышевский
"Россия, Самара, улица Силина, 13", 70.0, 8/9, 3000000, 3, 9,,53.26196,50.232865, Промышленный
"Россия, Самара, Самарская улица, 75", 54.0, 4/4, 3390000, 2, 4,,53.187062,50.101729, Самарский
"Россия, Самара, Теннисная улица, 11", 59.7, 3/5, 2500000, 3, 5,,53.216464,50.270199, Кировский
"Россия, Самара, Ново-Садовая улица, 303А", 116.0, 10/16, 6500000, 2, 16,,53.234691,50.191525, Октябрьский
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 131", 80.0, 9/10, 4000000, 2, 10,,53.142627,50.041542, Куйбышевский
"Россия, Самара, Осетинская улица, 5", 52.6, 13/16, 3350000, 2, 16,,53.153325,50.074501, Куйбышевский
"Россия, Самара, 5-я просека, 97", 69.0, 11/21, 5500000, 2, 21,,53.242678,50.182955, Октябрьский
"Россия, Самара, 5-я просека, 133", 64.38, 3/18, 3280000, 2, 18,,53.242241,50.17955, Октябрьский
"Россия, Самара, улица Василия Татищева, 3", 58.0, 2/5, 2450000, 3, 5,,53.135847,50.078265, Куйбышевский
"Россия, Самара, улица Чкаловский Спуск, 1", 45.0, 5/5, 3650000, 2, 5,,53.207669,50.116354, Ленинский
"Россия, Самара, посёлок Мехзавод, 1-й квартал, 1", 77.61, 6/10, 3220820, 2, 10,,53.303974,50.2883, Красноглинский
"Россия, Самара, улица Свободы, 126А", 63.0, 1/10, 4000000, 2, 10,,53.220907,50.255287, Промышленный
"Россия, Самара, Московское шоссе", 76.0, 25/26, 4879360, 2, 26,,53.253034,50.225715, Ленинский
"Россия, Самара, Волжский проспект, 45", 60.6, 5/5, 4650000, 2, 5,,53.210231,50.120756, Октябрьский
"Россия, Самара, посёлок Мехзавод, 2-й квартал, 10", 75.0, 3/3, 2675000, 3, 3,,53.302236,50.285677, Красноглинский
"Россия, Самара, проспект Юных Пионеров, 170", 64.0, 1/2, 2000000, 3, 2,,53.232902,50.26233, Кировский
"Россия, Самара, бульвар Засамарская Слобода, 4", 73.0, 20/23, 3011040, 2, 23,,53.148962,50.077394, Куйбышевский
"Россия, Самара, Ленинская улица, 119", 86.0, 3/10, 6255000, 2, 10,,53.192226,50.110829, Ленинский
"Россия, Самара, Майская улица, 4", 88.0, 11/16, 4740640, 2, 16,,53.233689,50.256779, Кировский
"Россия, Самара, улица Советской Армии, 170", 79.28, 6/10, 3567600, 2, 10,,53.218168,50.200921, Советский
"Россия, Самара, посёлок Сухая Самарка, Белорусская улица, 24", 84.7, 1/10, 2600000, 3, 10,,53.147493,50.061539, Куйбышевский
"Россия, Самара, Ленинская улица, 149", 59.0, 5/17, 5400000, 2, 17,,53.194599,50.112734, Ленинский
"Россия, Самара, Ново-Садовая улица, 155", 46.3, 6/9, 3350000, 2, 9,,53.217311,50.151622, Октябрьский
"Россия, Самара, Ново-Садовая улица, 42", 47.0, 5/9, 3500000, 2, 9,,53.214308,50.137905, Октябрьский
"Россия, Самара, Молодогвардейская улица, 244", 50.0, 8/9, 5290000, 2, 9,,53.209217,50.125364, Октябрьский
"Россия, Самара, Пензенская улица, 60", 53.0, 10/12, 3100000, 2, 12,,53.193423,50.144274, Железнодорожный
"Россия, Самара, улица Тухачевского, 40А", 73.3, 11/25, 3250000, 2, 25,,53.189706,50.148199, Железнодорожный
"Россия, Самара, улица Куйбышева, 20", 63.0, 1/2, 2250000, 3, 2,,53.180312,50.083727, Самарский
"Россия, Самара, Демократическая улица, 8", 56.0, 4/9, 3350000, 2, 9,,53.262919,50.212887, Промышленный
"Россия, Самара, поселок Кирзавод-6, Сиреневый переулок, 17", 64.0, 3/3, 1650000, 3, 3,,53.149864,50.141372, Куйбышевский
"Россия, Самара, улица Врубеля, 15", 96.0, 23/24, 7600000, 2, 24,,53.218993,50.167711, Октябрьский
"Россия, Самара, Полевая улица, 7", 46.0, 2/5, 4070000, 2, 5,,53.207432,50.120504, Октябрьский
"Россия, Самара, Самарская улица, 45", 71.0, 3/9, 4931430, 2, 9,,53.183733,50.099484, Самарский
"Россия, Самара, Ново-Садовая улица, 173", 56.3, 3/5, 4000000, 2, 5,,53.21943,50.160767, Октябрьский
"Россия, Самара, посёлок Рубежный, Газонная улица, 2", 55.0, 1/1, 1400000, 3, 1,,53.138084,50.240564, Куйбышевский
"Россия, Самара, Московское шоссе", 70.2, 24/26, 4001400, 2, 26,,53.253034,50.225715, Ленинский
"Россия, Самара, Владимирская улица", 69.0, 16/20, 3740040, 2, 20,,53.193402,50.139459, Железнодорожный
"Россия, Самара, Молодогвардейская улица, 223", 44.0, 2/5, 3800000, 2, 5,,53.207923,50.123864, Октябрьский
"Россия, Самара, Московское шоссе, 15Б", 70.2, 23/26, 3720600, 2, 26,,53.212571,50.181823, Ленинский
"Россия, Самара, проспект Ленина, 16", 47.0, 7/9, 3740000, 2, 9,,53.211121,50.140833, Октябрьский
"Россия, Самара, Партизанская улица, 62", 49.0, 5/9, 2600000, 3, 9,,53.194411,50.163632, Железнодорожный
"Россия, Самара, улица Александра Матросова, 86А", 44.6, 1/2, 1890000, 3, 2,,53.21977,50.230763, Промышленный
"Россия, Самара, улица Лейтенанта Шмидта", 67.0, 6/17, 4000000, 2, 17,,53.223172,50.15296, Октябрьский
"Россия, Самара, Демократическая улица, 14", 54.0, 2/10, 3300000, 2, 10,,53.263872,50.214935, Промышленный
"Россия, Самара, Садовая улица, 85", 64.0, 1/2, 3300000, 2, 2,,53.187472,50.104496, Самарский
"Россия, Самара, улица Советской Армии, 170", 79.28, 6/10, 3150000, 2, 10,,53.218168,50.200921, Советский
"Россия, Самара, Аэродромная улица, 98А", 81.0, 1/18, 3280000, 2, 18,,53.194438,50.206275, Железнодорожный
"Россия, Самара, улица Тухачевского, 40А", 73.0, 16/25, 3420000, 2, 25,,53.189706,50.148199, Железнодорожный
"Россия, Самара, улица Врубеля, 17", 92.0, 4/24, 8000000, 2, 24,,53.218869,50.169678, Октябрьский
"Россия, Самара, улица Осипенко, 38", 70.0, 18/22, 5100000, 2, 22,,53.205992,50.138803, Октябрьский
"Россия, Самара, Партизанская улица, 216", 58.0, 1/5, 2650000, 3, 5,,53.188816,50.205413, Советский
"Россия, Самара, улица Советской Армии", 66.81, 10/25, 3106660, 2, 25,,53.223209,50.200598, Советский
"Россия, Самара, поселок 113-й километр, Липяговская улица, 7", 60.0, 3/5, 2200000, 3, 5,,53.103832,50.032092, Куйбышевский
"Россия, Самара, проспект Карла Маркса, 453", 60.0, 2/9, 2780000, 3, 9,,53.243971,50.255808, Кировский
"Россия, Самара, улица Крутые Ключи, 12", 64.4, 3/3, 2999900, 3, 3,,53.32105,50.305872, Красноглинский
"Россия, Самара, Молодогвардейская улица, 103А", 80.0, 1/2, 4000000, 2, 2,,53.191233,50.100058, Ленинский
"Россия, Самара, Товарная улица, 7Б", 57.2, 1/5, 2700000, 3, 5,,53.230864,50.294975, Кировский
"Россия, Самара, 6-я просека, 125", 86.0, 6/16, 4800000, 2, 16,,53.24784,50.190151, Промышленный
"Россия, Самара, Молодогвардейская улица, 236", 45.0, 5/5, 3000000, 2, 5,,53.206995,50.120558, Ленинский
"Россия, Самара, улица Победы", 75.0, 3/5, 3140000, 3, 5,,53.215014,50.253051, Советский
"Россия, Самара, 7-я просека, 108", 68.2, 14/19, 4760000, 2, 19,,53.255313,50.200607, Промышленный
"Россия, Самара, улица Мичурина, 126", 85.0, 4/9, 6000000, 2, 9,,53.214561,50.162815, Октябрьский
"Россия, Самара, улица Волгина", 68.0, 10/10, 3333000, 2, 10,,53.184688,50.185533, Железнодорожный
"Россия, Самара, улица Волгина, 130", 59.0, 5/5, 2800000, 3, 5,,53.193601,50.182874, Железнодорожный
"Россия, Самара, Аэродромная улица, 98А", 80.0, 18/18, 3300000, 2, 18,,53.194438,50.206275, Советский
