adress,area,floor,price,rooms,floors_total,year,latitude,longitude,district
"Россия, Самара, Красноглинский район, посёлок Управленческий, Красноглинское шоссе",53.6,1/10,2400000,2,,,53.351999,50.2141
"Россия, Самара, поселок Кряж, улица Силаева, 19",39.4,2/2,1200000,2,2,1961,53.142043,50.134626
"Россия, Самара, улица Дыбенко, 157",21.0,1/9,1410000,1,1,1978,53.206186,50.224556
"Россия, Самара, улица Врубеля, 17",66.4,3/23,4500000,2,24,2015,53.218869,50.169678
"Россия, Самара, Демократическая улица, 16",70.0,4/9,3990000,3,9,1992,53.264351,50.214109
"Россия, Самара, Запорожская улица, 41",53.0,3/5,2750000,3,5,1973,53.210269,50.222409
"Россия, Самара, Силовая улица, 6",80.5,3/18,4150000,2,,,53.244203,50.204101
"Россия, Самара, улица Алексея Толстого, 4",70.0,1/2,3100000,4,2,1878,53.177948,50.07725
"Россия, Самара, Владимирская улица, 26, подъезд 3",32.6,9/9,2850000,1,9,1978,53.198856,50.134293
"Россия, Самара, проспект Карла Маркса, 63, подъезд 2",64.5,6/10,3900000,2,10,2000,53.199449,50.155979
"Россия, Самарская область, Волжский район, село Рождествено, Садовая улица",68.0,12/16,6500000,2,16,2009,53.239881,50.060515
"Россия, Самара, улица Гастелло, 30, подъезд 1",64.0,22/22,4790000,2,22,2011,53.222007,50.196008
"Россия, Самара, улица Мира, 75",38.0,3/3,1570000,1,3,2016,53.307181,50.315861
"Россия, Самара, переулок Водителей, 5",64.0,10/10,5500000,2,10,2012,53.197718,50.183764
"Россия, Самара, улица Свободы, 99",65.0,4/4,2650000,3,4,1972,53.217268,50.24961
"Россия, Самара, улица Стара Загора, 182",70.0,3/12,4800000,3,12,1985,53.25083,50.242927
"Россия, Самара, Ташкентская улица, 133",49.4,10/12,2530000,2,12,1978,53.248702,50.249772
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Виталия Жалнина, 9",38.0,3/3,1450000,1,3,2014,53.312475,50.310408
"Россия, Самара, Корабельная улица, 10",55.0,11/22,3350000,2,22,,53.202567,50.182102
"Россия, Самара, Осетинская улица, 13А",40.0,2/10,2090000,1,16,2016,53.15008,50.072884
"Россия, Самара, Киевская улица, 5",32.0,9/9,1770000,1,9,1984,53.200452,50.151352
"Россия, Самара, улица Василия Татищева, 10",30.0,1/5,1470000,1,,,53.137689,50.078741
"Россия, Самара, улица Осипенко, 20",72.9,3/9,4399000,3,9,1969,53.211083,50.133251
"Россия, Самара, улица Стара Загора, 153",64.0,2/9,4500000,3,9,1973,53.238027,50.229398
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 41",56.3,1/9,2650000,2,9,2017,53.109882,50.141426
"Россия, Самара, Красноглинский район, посёлок Управленческий, Красноглинское шоссе, 35",44.0,1/5,1680000,2,5,1964,53.348241,50.230718
"Россия, Самара, Минская улица, 30А",62.7,1/5,2700000,3,5,1972,53.233495,50.247212
"Россия, Самара, посёлок Соцгород, Долотный переулок, 12",47.0,1/5,1498500,2,5,1962,53.12101,50.085155
"Россия, Самара, Кировский район, Берёзовая аллея, 1",45.0,4/5,2350000,2,1,1993,53.249957,50.25844
"Россия, Самара, улица Елизарова, 36",21.5,3/5,1380000,1,5,1968,53.231414,50.276146
"Россия, Самара, посёлок Соцгород, Бакинская улица, 34А",52.4,5/5,2500000,3,5,1970,53.119935,50.082559
"Россия, Самара, Аэродромная улица, 70",59.0,5/5,2700000,3,5,1963,53.192382,50.19793
"Россия, Самара, поселок Кряж, Старонабережная улица, 106",44.0,2/2,1720000,2,2,1969,53.135053,50.12452
"Россия, Самара, проспект Кирова, 51",52.8,5/5,2290000,3,,1,53.196229,50.290977
"Россия, городской округ Самара, поселок Берёза, 2-й квартал, 3",37.0,1/3,1500000,1,,,53.519054,50.138902
"Россия, Самара, Физкультурная улица, 127",60.0,4/5,3700000,3,5,1968,53.220449,50.270676
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Рабочая улица, 43",55.0,3/16,2650000,1,,1917,53.240587,50.054837
"Россия, Самара, Аэродромная улица, 34",44.0,1/5,2230000,2,5,1963,53.192274,50.186449
"Россия, Самара, Подшипниковая улица, 19",73.0,1/4,3600000,2,4,1958,53.210295,50.16851
"Россия, Самара, улица Гагарина, 126, подъезд 1",30.0,1/5,1750000,1,5,1967,53.20247,50.230368
"Россия, Самара, улица Советской Армии, 203",93.6,16/16,5050000,3,17,2012,53.229765,50.193771
"Россия, Самара, улица Советской Армии, 233",43.0,2/5,2400000,2,5,1964,53.232772,50.18936
"Россия, Самара, Дальняя улица, 9",47.3,2/2,1800000,2,2,1954,53.265881,50.241103
"Россия, Самарская область, Волжский район, село Черноречье, улица Мира, 34",46.2,2/2,1700000,2,2,1984,53.165209,50.383908
"Россия, Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 40",51.0,3/3,2299000,2,3,2012,53.318936,50.313031
"Россия, Самара, 5-я просека, 101А, подъезд 2",112.0,1/10,8800000,3,17,2012,53.244656,50.187554
"Россия, Самара, проспект Кирова, 224",45.0,4/9,2500000,2,9,1969,53.24243,50.231886
"Россия, Самара, проспект Кирова, 320",96.0,2/15,6499000,3,15,1996,53.254397,50.219283
"Россия, Самара, Партизанская улица, 186",44.0,2/5,2950000,2,5,1964,53.189032,50.199718
"Россия, Самара, Красноармейская улица, 76",91.0,5/17,7000000,3,,1,53.18935,50.119175
"Россия, Самара, Заводское шоссе, 67",21.0,7/9,1450000,1,9,1982,53.208699,50.283584
"Россия, Самара, Солнечная улица, 8",82.4,6/25,6250000,3,25,2015,53.240964,50.186476
"Россия, Самара, улица Свободы, 240",44.0,5/9,2350000,2,9,1975,53.238631,50.283647
"Россия, Самара, 6-я просека, 151",92.0,6/14,6500000,3,14,1,53.245545,50.19042
"Россия, Самара, Московское шоссе, 47",240.0,13/16,15000000,5,16,2013,53.223123,50.191857
"Россия, Самара, Ново-Вокзальная улица, 227, подъезд 2",57.3,1/5,4000000,3,5,1967,53.243098,50.213794
"Россия, Самара, улица Железной Дивизии, 3",29.8,9/9,1550000,1,9,1975,53.209416,50.277458
"Россия, Самарская область, Волжский район, село Рождествено, Ново-Садовая улица, 13",63.0,7/9,4200000,3,9,1969,53.235429,50.053454
"Россия, Самарская область, Волжский район, село Черноречье, улица Победы",32.0,2/5,1630000,1,5,1969,53.160766,50.374575
"Россия, Самара, Кировский район, Ташкентский переулок, 45",42.0,1/6,2290000,1,6,1999,53.237418,50.262995
"Россия, Самара, посёлок Соцгород, улица Игоря Егорова, 10",84.0,1/10,3650000,3,10,2002,53.10706,50.083008
"Россия, Самара, Заводское шоссе, 65",25.0,1/9,1300000,1,9,1981,53.208047,50.284114
"Россия, Самара, улица Гагарина, 21",34.0,7/16,3500000,1,16,2011,53.199562,50.166794
"Россия, Самара, улица Шверника, 15",53.5,6/10,3100000,1,11,2008,53.244095,50.194894
"Россия, Самара, улица Стара Загора, 48",55.0,16/20,3690000,1,21,2012,53.223236,50.194013
"Россия, Самара, улица Карбышева, 61",42.0,3/16,2800000,1,16,2010,53.206445,50.203697
"Россия, Самара, Ташкентская улица, 149",45.2,8/9,2600000,2,9,1979,53.253034,50.247993
"Россия, Самара, посёлок Мехзавод, 16-й квартал, 7",63.8,5/9,2850000,3,,,53.300137,50.277494
"Россия, Самара, улица Гастелло, 22А",31.4,2/2,1000000,1,24,2014,53.226929,50.191462
"Россия, Самара, Партизанская улица, 185",32.0,2/5,1750000,1,5,1966,53.187176,50.203257
"Россия, Самара, Солнечная улица, 16",63.0,25/25,4500000,2,25,2015,53.241455,50.187015
"Россия, Самара, проспект Масленникова, 10",73.0,2/4,3800000,3,4,1961,53.21214,50.155529
"Россия, Самара, Ново-Вокзальная улица, 146А",67.0,5/10,6500000,2,9,1976,53.242091,50.210551
"Россия, Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 35",29.0,6/9,1730000,1,9,2017,53.111174,50.142414
"Россия, Самара, Солнечная улица, 25",71.0,3/9,4000000,3,9,1989,53.245922,50.19537
"Россия, Самара, улица Калинина, 14",43.0,2/10,2650000,1,10,2007,53.218211,50.249188
"Россия, Самара, Аэродромная улица, 111",32.0,5/5,2000000,1,5,1965,53.191028,50.20597
