price_per_m,floors,latitude,longitude
83.4,9,53.197723,50.110308
117.9,22,53.200102,50.103149
42.0,5,53.20693,50.236441
59.8,9,53.196024,50.168312
52.0,3,53.306858,50.314558
38.3,4,53.347408,50.223173
60.3,5,53.214599,50.190429
60.0,9,53.239051,50.21604
72.8,8,53.201364,50.123424
63.7,16,53.258599,50.22063
46.0,9,53.243486,50.261989
26.8,9,53.486662,49.85684
61.7,5,53.249435,50.2345
42.7,3,53.302747,50.28707
46.2,5,53.344489,50.213668
55.5,5,53.199303,50.167962
50.2,9,53.250545,50.259545
43.0,5,53.316838,50.302647
39.0,5,53.344893,50.227907
62.4,12,53.237607,50.219633
64.0,16,53.248487,50.237501
38.7,4,53.343704,50.215842
57.2,3,53.202885,50.146591
56.0,5,53.210269,50.189827
51.5,4,53.229705,50.269328
42.8,9,53.125468,50.093106
51.0,10,53.227387,50.179505
52.5,5,53.219317,50.231931
45.0,3,53.230438,50.261055
25.0,2,53.144528,50.03776
52.7,5,53.212161,50.252637
96.2,12,53.191643,50.088794
42.0,5,53.123626,50.088048
81.5,16,53.212129,50.142531
57.5,2,53.1886,50.126828
49.0,5,53.21592,50.232524
54.0,5,53.213272,50.238013
59.3,3,53.114519,50.16144
43.0,17,53.129305,50.108646
48.0,2,53.219398,50.239324
47.7,5,53.243352,50.213363
43.3,10,53.210414,50.215923
41.5,9,53.12556,50.095028
54.0,5,53.244753,50.202493
47.0,9,53.350687,50.211701
47.0,9,53.23807,50.286414
39.0,5,53.383479,50.173172
48.3,9,53.35295,50.211198
44.0,5,53.340565,50.222445
42.0,5,53.121291,50.089997
36.0,2,53.180258,50.082083
56.0,4,53.226951,50.261549
38.0,3,53.217273,50.262447
40.0,3,53.228886,50.257695
23.5,2,53.117762,50.07239
59.2,9,53.228347,50.266301
36.6,5,53.189668,50.280862
38.1,5,53.215763,50.271313
53.5,5,53.239283,50.279353
40.6,3,53.234648,50.183593
61.0,14,53.222643,50.173029
54.1,9,53.190747,50.173648
77.8,8,53.179923,50.086
44.0,5,53.34114,50.220424
44.0,5,53.205868,50.23751
47.0,3,53.18689,50.098774
72.0,16,53.217748,50.240654
87.8,8,53.199034,50.116057
47.0,3,53.322593,50.315115
53.5,5,53.191951,50.187195
50.0,9,53.092835,50.161135
54.8,5,53.201111,50.193807
71.0,25,53.265816,50.20791
66.9,10,53.197076,50.155709
60.0,5,53.21001,50.225418
76.8,18,53.241304,50.182668
50.0,3,53.319,50.308665
39.3,5,53.280619,50.274125
51.3,5,53.201542,50.205242
46.8,5,53.213736,50.19758
44.0,4,53.262784,50.213992
45.5,10,53.351278,50.213695
43.0,3,53.299405,50.286342
43.6,5,53.24645,50.311603
62.6,9,53.235419,50.20765
51.5,12,53.248551,50.254991
42.0,4,53.300358,50.289495
44.0,5,53.216065,50.235246
53.7,9,53.258178,50.238255
51.9,5,53.229355,50.277107
77.0,17,53.249607,50.199026
60.0,9,53.198386,50.191839
50.3,24,53.206305,50.164755
35.0,12,53.117189,50.069758
51.0,2,53.225059,50.264288
48.2,3,53.317327,50.309303
59.0,7,53.222913,50.269265
48.3,5,53.221991,50.227233
54.0,5,53.212862,50.193016
71.6,22,53.20343,50.182039
51.7,6,53.237418,50.262995
60.5,5,53.204503,50.160542
42.0,2,53.191837,50.087518
50.0,5,53.208138,50.23053
49.7,3,53.316875,50.312447
53.0,5,53.191012,50.130871
66.8,9,53.238442,50.189064
56.2,5,53.213089,50.152861
40.0,5,53.109795,50.080394
53.0,10,53.348166,50.212213
60.0,5,53.209314,50.160111
47.0,9,53.115017,50.147705
59.0,5,53.234707,50.281437
47.8,3,53.321184,50.314397
43.0,5,53.120621,50.092055
42.0,5,53.122086,50.089575
45.0,16,53.123004,50.081877
67.0,2,53.18826,50.093375
36.0,5,53.197685,50.171717
49.3,10,53.219613,50.223137
32.2,3,53.215575,50.294759
30.0,3,53.195894,50.098738
41.0,5,53.216254,50.25694
55.0,5,53.349784,50.220729
33.5,4,53.114427,50.078768
42.5,5,53.12174,50.09183
61.5,9,53.242856,50.219229
57.5,9,53.30187,50.278383
49.1,10,53.182497,50.208377
62.0,9,53.230034,50.268268
57.8,12,53.227091,50.173684
46.1,3,53.321598,50.306518
82.6,15,53.190467,50.117459
45.0,5,53.211029,50.251443
58.2,12,53.246816,50.188875
45.0,5,53.305093,50.272867
48.0,3,53.313761,50.309312
57.0,6,53.260683,50.216678
54.8,2,53.189695,50.101002
28.5,2,53.240107,50.256518
69.0,10,53.189183,50.110542
24.0,2,53.128078,50.051523
39.6,9,53.29934,50.275275
53.0,5,53.221808,50.270289
53.0,5,53.206671,50.182775
39.4,2,53.215014,50.253051
54.8,12,53.228379,50.229973
44.0,2,53.182395,50.192145
51.8,16,53.235128,50.192872
58.7,9,53.248163,50.221115
116.0,17,53.212145,50.128724
42.3,5,53.234529,50.296969
48.7,5,53.28049,50.269409
39.0,2,53.300869,50.272481
85.2,9,53.182999,50.076999
55.3,9,53.228277,50.192244
50.5,5,53.243971,50.249152
54.5,7,53.256422,50.182138
60.0,9,53.230816,50.237564
47.2,4,53.201186,50.217917
76.0,12,53.189614,50.118007
62.0,9,53.23641,50.210345
81.3,9,53.179723,50.084176
50.2,5,53.207766,50.229739
51.0,5,53.200862,50.173873
40.0,1,53.182929,50.087087
48.0,2,53.220158,50.230763
37.3,5,53.34729,50.2315
60.0,9,53.113,50.148029
50.4,5,53.19591,50.209967
56.0,5,53.1959,50.19678
62.0,2,53.190963,50.101909
72.5,14,53.224185,50.153984
42.0,5,53.255474,50.187563
59.0,9,53.241298,50.208988
47.0,5,53.230616,50.220747
55.0,9,53.205458,50.136009
80.0,17,53.201402,50.145711
60.0,5,53.235085,50.24431
50.7,5,53.232115,50.217235
40.0,3,53.216739,50.26489
72.7,14,53.214205,50.157263
53.0,5,53.24881,50.228913
50.0,5,53.248492,50.251901
48.0,5,53.209411,50.250221
99.6,14,53.202686,50.117387
48.0,4,53.331849,50.315376
70.0,9,53.206677,50.175077
52.0,5,53.231489,50.25491
76.0,8,53.24285,50.186521
59.0,5,53.200204,50.200167
46.3,5,53.221905,50.228958
28.8,3,53.139991,50.147786
35.0,2,53.230066,50.252251
40.0,5,53.248718,50.310192
69.0,16,53.193947,50.177898
48.0,5,53.186792,50.200176
59.4,5,53.201315,50.22284
70.4,16,53.224153,50.150202
48.0,5,53.21571,50.246152
66.5,5,53.204158,50.231374
48.0,5,53.230832,50.222014
50.6,5,53.223727,50.207084
44.8,3,53.314675,50.307471
70.3,14,53.259886,50.207713
48.6,5,53.217095,50.266211
61.0,5,53.202901,50.11489
48.7,9,53.34285,50.225329
70.0,19,53.255129,50.201604
33.2,5,53.103832,50.032092
57.1,9,53.248492,50.221726
44.0,5,53.189247,50.206284
42.0,5,53.227517,50.279973
50.0,5,53.195878,50.208728
73.0,3,53.252506,50.200652
74.0,9,53.205021,50.125364
45.0,2,53.54453,49.362631
38.5,2,53.246019,50.310471
42.0,2,53.185352,50.100669
63.0,5,53.1955,50.169022
41.0,5,53.208101,50.248065
54.0,4,53.29764,50.288345
57.5,5,53.220384,50.26843
40.0,3,53.21654,50.262986
81.0,5,53.185967,50.103445
66.6,9,53.228185,50.209689
57.9,9,53.236195,50.217935
54.3,9,53.18656,50.121986
30.0,4,53.116022,50.081445
54.5,9,53.191298,50.196088
62.0,6,53.204913,50.203338
59.5,9,53.240592,50.234384
63.0,5,53.217198,50.206922
50.0,5,53.24403,50.238911
92.5,9,53.187515,50.08308
73.5,5,53.19099,50.089458
45.4,3,53.317585,50.305216
40.0,5,53.20755,50.173613
58.5,5,53.200156,50.197804
41.8,10,53.233694,50.295146
63.0,9,53.247102,50.2451
57.6,5,53.186744,50.123046
56.0,5,53.207594,50.226685
51.2,5,53.212237,50.251416
58.0,9,53.192609,50.210363
60.0,5,53.192846,50.208737
69.0,15,53.264459,50.219867
56.0,5,53.209697,50.192549
43.7,4,53.227096,50.262366
26.0,2,53.244661,50.312187
48.0,5,53.347967,50.22549
55.0,5,53.232621,50.219031
65.0,16,53.244138,50.190627
48.2,9,53.340016,50.223173
56.6,16,53.246876,50.18998
37.0,2,53.22026,50.258279
50.0,3,53.312163,50.309653
53.0,9,53.243993,50.257848
38.4,5,53.233451,50.280557
69.7,7,53.182168,50.09837
40.0,2,53.222277,50.231518
44.0,5,53.232939,50.281132
58.4,5,53.222406,50.231994
51.3,5,53.22467,50.19024
53.5,9,53.253034,50.247993
35.5,5,53.302042,50.275374
42.0,5,53.233592,50.298074
52.0,5,53.246989,50.268133
43.8,4,53.343801,50.216498
70.0,2,53.185503,50.092315
53.0,5,53.231247,50.254389
74.0,5,53.191589,50.095962
36.7,9,53.190413,50.275544
48.0,4,53.221576,50.230925
27.7,17,53.295299,50.286827
45.0,9,53.190656,50.276308
50.0,5,53.21537,50.241103
49.2,25,53.22343,50.192046
39.5,10,53.120518,50.084311
52.5,5,53.219565,50.272301
52.2,5,53.239666,50.234222
53.0,4,53.209341,50.168268
73.0,5,53.187068,50.10234
54.0,2,53.19543,50.117423
34.5,5,53.122664,50.086296
46.0,3,53.320065,50.307048
64.3,9,53.239994,50.214881
40.2,4,53.213218,50.242495
51.5,5,53.252285,50.240771
32.9,3,53.150247,50.142746
48.0,5,53.294448,50.288291
48.7,5,53.211752,50.234824
65.5,11,53.244327,50.184437
38.6,10,53.105579,50.082335
100.9,6,53.198726,50.093627
68.5,9,53.24423,50.185982
44.0,3,53.32525,50.313633
61.9,12,53.193806,50.144911
56.0,6,53.241562,50.220954
44.5,32,53.211692,50.215977
49.2,10,53.18758,50.21498
36.0,2,53.237316,50.246987
50.3,5,53.209848,50.226083
50.0,5,53.207804,50.246951
73.0,8,53.204093,50.122301
83.2,16,53.199174,50.179137
51.0,5,53.187931,50.183997
42.8,5,53.142805,50.04412
53.5,2,53.1839,50.091093
51.0,9,53.250599,50.254021
52.5,5,53.243702,50.214198
45.1,5,53.231026,50.253006
54.2,9,53.229053,50.248667
64.3,5,53.246908,50.222732
59.0,5,53.194195,50.16577
31.0,2,53.191654,50.251775
44.6,4,53.114903,50.077232
58.3,9,53.227021,50.272975
67.4,10,53.204002,50.225984
82.0,6,53.190105,50.102978
64.0,2,53.1957,50.130961
48.0,3,53.314869,50.311899
47.6,3,53.187828,50.126074
51.5,12,53.247377,50.258638
45.0,5,53.252301,50.378384
63.2,16,53.194459,50.108961
46.0,4,53.215305,50.232237
114.0,5,53.197836,50.100903
77.0,17,53.18935,50.119175
52.0,12,53.258195,50.232398
45.0,2,53.186431,50.090986
51.5,5,53.188611,50.183952
44.0,5,53.206774,50.243816
27.0,2,53.116524,50.07619
41.0,5,53.120713,50.086638
71.0,16,53.224465,50.202907
51.0,5,53.193709,50.192217
72.0,19,53.242996,50.183269
43.7,9,53.124598,50.090851
42.0,9,53.233683,50.243043
45.0,5,53.236092,50.298568
50.3,5,53.246283,50.252494
43.5,5,53.116173,50.072723
63.0,16,53.232228,50.210201
82.0,25,53.240231,50.18671
51.0,5,53.142232,50.044066
53.0,6,53.201208,50.197238
50.0,5,53.200075,50.208234
56.0,5,53.249397,50.227323
68.8,22,53.220864,50.193717
51.7,5,53.235408,50.243906
86.0,19,53.221274,50.153535
38.0,2,53.201493,50.247104
46.5,2,53.20083,50.247265
51.2,5,53.19276,50.209365
31.0,5,53.484181,49.858528
40.0,5,53.137241,50.077583
41.3,5,53.123382,50.092162
54.4,9,53.245114,50.235282
33.0,4,53.112449,50.076568
43.5,3,53.321942,50.306357
38.5,4,53.115487,50.081392
51.0,5,53.225652,50.279955
48.0,5,53.231231,50.281509
49.6,12,53.238679,50.237276
50.2,9,53.250809,50.254587
35.0,3,53.138159,50.12717
47.2,3,53.326546,50.314235
45.0,5,53.242877,50.245109
39.0,2,53.221031,50.253634
43.5,5,53.30215,50.283854
37.3,3,53.185411,50.256868
46.2,9,53.352246,50.211665
31.0,3,53.288382,50.243115
55.7,9,53.228013,50.250706
35.3,3,53.180522,50.085811
72.0,5,53.193121,50.17947
41.5,3,53.116773,50.074169
48.0,5,53.193984,50.198406
54.5,5,53.229619,50.277566
56.0,5,53.208829,50.189962
44.0,3,53.31312,50.307812
58.8,12,53.201127,50.150759
62.0,2,53.186512,50.087922
75.6,22,53.221225,50.194516
40.0,4,53.234405,50.287043
49.5,5,53.190175,50.132209
23.0,3,53.034441,48.416867
55.0,5,53.196779,50.161225
55.9,20,53.223236,50.194013
41.3,4,53.286229,50.243501
63.3,9,53.229021,50.249448
63.0,9,53.22915,50.208494
52.0,3,53.317704,50.305665
76.4,9,53.192166,50.113048
49.0,3,53.327294,50.316849
78.7,24,53.218125,50.166426
79.5,14,53.209648,50.136404
42.0,5,53.119713,50.091947
45.7,3,53.321878,50.310731
32.0,5,53.252382,50.374332
71.3,10,53.197631,50.155053
61.0,5,53.210673,50.207048
48.0,5,53.193321,50.198289
47.6,9,53.349843,50.211
70.5,17,53.198554,50.178975
61.0,10,53.224568,50.173514
44.0,5,53.238512,50.281878
57.0,5,53.2142,50.245029
61.0,5,53.213704,50.155808
52.7,9,53.246849,50.204299
39.0,4,53.115162,50.080619
103.0,13,53.206305,50.137437
48.2,5,53.11593,50.152367
44.8,5,53.249429,50.255494
66.3,10,53.216168,50.168223
71.0,17,53.196385,50.123046
67.5,9,53.241557,50.209285
59.0,5,53.193752,50.173586
49.4,12,53.251127,50.250077
27.0,2,53.141082,50.148559
54.0,5,53.205366,50.235444
58.3,12,53.265832,50.220666
18.0,2,53.144112,50.134482
46.7,5,53.210765,50.244876
57.0,5,53.212636,50.229398
55.0,5,53.190105,50.183826
38.0,3,53.306196,50.315654
40.3,4,53.114163,50.080781
48.0,5,53.25062,50.264028
43.0,3,53.315574,50.30951
67.2,5,53.206995,50.120558
54.2,5,53.196428,50.206302
76.0,9,53.220169,50.155134
101.0,18,53.196029,50.105098
30.0,4,53.128937,50.184617
46.0,5,53.238291,50.278751
48.8,3,53.313002,50.311603
45.0,2,53.226153,50.23539
58.2,10,53.241347,50.196349
56.0,5,53.217953,50.22629
40.7,5,53.122739,50.093438
42.0,2,53.266726,50.237887
57.8,5,53.190742,50.18212
54.0,2,53.228649,50.239845
63.4,9,53.23495,50.212177
40.2,16,53.27733,50.267981
51.0,5,53.209007,50.22549
25.0,2,53.189717,50.096007
38.0,2,53.226449,50.268412
44.7,5,53.296967,50.288561
50.0,5,53.344882,50.227224
80.7,24,53.218249,50.165662
55.5,9,53.233036,50.21383
38.0,11,53.19338,50.166992
51.0,5,53.236734,50.226676
58.7,5,53.24201,50.238417
47.2,9,53.147952,50.060209
49.8,5,53.195668,50.164081
45.0,10,53.350687,50.212555
56.0,27,53.209438,50.173631
50.0,4,53.232815,50.191067
61.0,9,53.237251,50.282938
57.6,5,53.117416,50.16197
81.0,4,53.192172,50.086701
68.0,9,53.194605,50.184123
68.0,13,53.239358,50.227547
37.0,5,53.185352,50.20093
42.0,5,53.228465,50.279847
66.0,9,53.244478,50.214118
76.0,2,53.227964,50.177763
48.0,5,53.250054,50.227359
80.1,17,53.239811,50.180062
56.0,5,53.211158,50.193178
59.0,5,53.246294,50.225796
61.0,9,53.247657,50.236019
47.0,5,53.251536,50.375428
53.8,12,53.251671,50.205682
48.5,5,53.211477,50.226757
57.2,2,53.187472,50.104496
52.5,5,53.238264,50.277628
58.8,9,53.261707,50.229344
37.5,4,53.229716,50.284195
51.0,5,53.208047,50.190007
38.0,5,53.235532,50.29882
57.0,5,53.206267,50.184294
53.6,9,53.251488,50.253338
53.8,9,53.235726,50.230548
67.0,10,53.240565,50.228212
41.5,2,53.198964,50.219472
52.5,5,53.246644,50.248047
87.3,9,53.19939,50.118115
80.5,9,53.192798,50.112114
26.0,2,53.137716,50.126415
59.5,5,53.190715,50.181167
59.0,12,53.199055,50.150256
50.2,5,53.34114,50.221205
51.9,4,53.185805,50.078382
39.0,9,53.304264,50.285983
49.5,5,53.200183,50.206159
65.0,2,53.184737,50.077313
42.7,3,53.308235,50.314944
37.0,2,53.180198,50.09448
54.0,4,53.226379,50.260147
45.2,5,53.229527,50.295334
71.8,5,53.21943,50.160767
50.8,10,53.108119,50.081454
33.3,2,53.191972,50.251452
27.8,5,53.102281,50.031912
56.0,5,53.22543,50.294148
99.8,14,53.1929,50.089593
23.0,2,53.141087,50.135838
48.3,24,53.251515,50.216669
28.0,1,53.199638,50.126002
59.3,9,53.191308,50.102358
72.4,5,53.192021,50.122031
53.5,4,53.213175,50.155107
111.0,5,53.202378,50.162006
70.9,25,53.240964,50.186476
63.9,10,53.244785,50.185354
39.0,16,53.279973,50.261162
83.2,14,53.19536,50.114342
70.0,4,53.188454,50.106481
33.0,5,53.434445,50.126936
56.5,5,53.226816,50.278383
63.1,12,53.20748,50.216902
66.6,9,53.211083,50.133251
75.2,9,53.194346,50.122453
45.3,5,53.229549,50.273191
107.0,5,53.206083,50.124807
24.2,1,53.138327,50.133099
57.3,5,53.230681,50.276272
45.6,5,53.246838,50.223748
43.0,3,53.32105,50.305872
56.0,5,53.198306,50.104056
76.6,9,53.193628,50.12195
66.4,5,53.191098,50.11294
68.0,17,53.26259,50.222283
44.6,5,53.188816,50.205413
59.2,14,53.232406,50.225598
52.0,5,53.244063,50.240465
36.0,2,53.222223,50.252125
78.5,5,53.202459,50.126667
56.0,12,53.249952,50.250131
71.0,24,53.252183,50.209276
60.7,10,53.233538,50.2247
41.5,2,53.195171,50.116632
64.8,12,53.197604,50.14413
63.5,9,53.240695,50.189252
63.2,9,53.23571,50.250715
56.9,9,53.253077,50.229694
74.3,9,53.212215,50.131491
76.2,12,53.207604,50.13353
93.3,11,53.183652,50.079631
42.3,5,53.135847,50.078265
47.4,16,53.523502,49.396255
67.4,9,53.200339,50.139773
34.8,5,53.107741,50.084581
70.0,10,53.214728,50.165806
71.0,12,53.19072,50.118887
55.3,10,53.245189,50.208638
6.0,5,53.210554,50.23477
50.4,5,53.230654,50.213902
55.7,10,53.21358,50.199897
45.7,9,53.250577,50.266274
75.4,16,53.184526,50.106922
52.5,5,53.213666,50.162285
61.0,3,53.249575,50.194444
38.0,4,53.131282,50.210129
63.7,12,53.203554,50.226254
72.3,5,53.199298,50.111144
50.0,5,53.213779,50.240699
50.0,2,53.222287,50.182165
59.0,8,53.187629,50.188013
35.0,5,53.139121,50.15049
51.0,3,53.310511,50.308414
51.2,5,53.245405,50.23751
67.0,16,53.259035,50.219831
64.7,10,53.141222,50.044147
61.2,16,53.247759,50.192298
76.8,9,53.184224,50.103562
67.0,2,53.185416,50.092234
75.0,16,53.200328,50.141624
38.0,5,53.387807,50.166731
61.4,12,53.19146,50.140294
29.8,12,53.117876,50.071456
76.5,5,53.207831,50.124663
37.0,2,53.219279,50.235426
77.8,20,53.261437,50.213641
63.0,9,53.267836,50.224134
44.5,5,53.28035,50.27364
33.3,4,53.218546,50.159922
63.5,9,53.198716,50.214531
53.0,5,53.195538,50.128095
45.7,5,53.220368,50.22805
36.6,5,53.120318,50.080233
51.0,5,53.200965,50.188552
48.0,9,53.251321,50.266274
70.0,5,53.183015,50.078149
37.0,5,53.154875,50.089548
42.7,3,53.184693,50.086727
60.0,3,53.184947,50.07743
48.0,5,53.1884,50.194319
60.3,10,53.25632,50.222984
77.7,6,53.208171,50.11842
89.0,12,53.188417,50.131616
38.0,3,53.187105,50.088973
62.2,12,53.191934,50.139548
67.5,10,53.201952,50.125696
59.2,9,53.239757,50.189171
42.0,5,53.230864,50.294975
95.7,5,53.206628,50.113919
33.0,4,53.133276,50.105592
59.4,9,53.198462,50.216678
58.6,10,53.232972,50.251919
55.0,5,53.192004,50.176155
34.0,2,53.232163,50.282803
50.5,10,53.148114,50.061449
60.3,6,53.229339,50.193223
54.0,5,53.204924,50.15835
73.3,9,53.194777,50.139755
45.7,3,53.321534,50.309465
42.0,9,53.120459,50.082829
38.0,5,53.39394,50.173002
46.4,4,53.215575,50.251622
28.0,2,53.112665,50.075328
42.2,9,53.248519,50.265816
62.8,8,53.247786,50.189189
58.5,12,53.256293,50.209671
34.0,2,53.229204,50.260147
70.1,12,53.189771,50.117369
53.0,5,53.205819,50.163614
43.0,10,53.295046,50.286719
32.0,2,53.201278,50.151963
54.7,4,53.182173,50.096573
48.4,9,53.245793,50.244579
39.5,5,53.297834,50.285093
38.0,4,53.217268,50.24961
49.0,5,53.246595,50.25191
47.6,25,53.190246,50.147597
71.6,16,53.231737,50.208818
35.4,4,53.113725,50.07973
80.2,5,53.205679,50.123909
69.9,9,53.214367,50.164144
55.5,17,53.22412,50.151173
56.0,9,53.236292,50.20782
79.0,22,53.221915,50.152457
27.0,3,53.149864,50.141372
71.0,9,53.214561,50.162815
41.0,5,53.239957,50.222166
71.2,12,53.208311,50.206769
53.0,5,53.187095,50.196663
50.0,3,53.217672,50.261549
34.0,5,53.244133,50.311369
49.5,5,53.120659,50.077996
71.3,9,53.198511,50.142414
50.0,5,53.18676,50.199511
52.2,5,53.212323,50.226128
43.0,9,53.246719,50.263884
71.2,7,53.18199,50.078274
13.7,2,53.20487,50.193609
75.0,14,53.193121,50.141426
104.0,4,53.183566,50.076603
29.0,2,53.238334,50.307444
42.0,9,53.249446,50.262339
53.7,9,53.248438,50.212959
33.5,3,53.484069,49.850578
60.8,10,53.233376,50.251416
35.0,2,53.180894,50.097462
76.3,11,53.206752,50.186746
81.3,9,53.188141,50.083682
78.7,5,53.18145,50.102277
72.0,9,53.199433,50.135695
45.2,9,53.24395,50.259788
62.0,5,53.210506,50.252125
42.3,5,53.249957,50.235623
55.0,10,53.188584,50.217702
37.0,2,53.198548,50.13565
59.0,4,53.206704,50.232892
37.8,9,53.108276,50.079262
63.8,9,53.25688,50.227574
46.8,5,53.24326,50.245783
64.0,10,53.221403,50.253194
37.4,5,53.125652,50.090393
88.3,5,53.190602,50.132398
102.4,17,53.230681,50.208009
24.0,3,53.129451,50.180907
78.8,15,53.233764,50.180044
40.5,5,53.229215,50.293996
47.0,5,53.346984,50.229497
73.0,2,53.180549,50.094687
53.0,5,53.245027,50.225239
88.8,25,53.201008,50.126613
57.5,5,53.208732,50.240411
48.0,10,53.198656,50.184779
58.7,10,53.199433,50.155808
72.0,9,53.245496,50.232614
52.0,5,53.210171,50.224826
24.0,2,53.214987,50.24343
70.2,9,53.217311,50.151622
64.4,12,53.192301,50.199277
43.6,5,53.242285,50.248074
37.0,2,53.205841,50.181742
52.0,10,53.31028,50.285435
49.3,10,53.22515,50.274395
38.0,5,53.114595,50.084042
37.2,2,53.207809,50.191076
51.2,10,53.241649,50.177179
42.8,10,53.106222,50.082137
46.3,5,53.252533,50.231536
48.0,10,53.237628,50.254775
64.0,17,53.220309,50.246457
64.0,6,53.18798,50.113982
39.0,5,53.346683,50.211495
57.7,10,53.202437,50.18353
60.0,5,53.20809,50.169642
50.6,5,53.195236,50.165914
101.0,9,53.207847,50.13282
57.0,5,53.196115,50.123792
102.5,9,53.205242,50.118815
36.0,5,53.27937,50.271843
52.8,9,53.259116,50.228374
96.1,9,53.210091,50.134527
68.0,9,53.226864,50.204685
48.0,5,53.209449,50.235003
70.0,16,53.2582,50.22019
30.0,4,55.134059,82.892824
48.0,5,53.242985,50.213722
71.1,19,53.242678,50.182955
77.0,5,53.210916,50.228688
58.0,12,53.256956,50.235839
66.2,9,53.187796,50.122633
57.0,12,53.236998,50.189872
73.0,3,53.18574,50.097597
47.0,2,53.18642,50.102744
51.7,9,53.094981,50.167738
68.5,5,53.212965,50.240034
52.0,5,53.252775,50.230692
65.7,10,53.219166,50.223505
43.0,2,53.197777,50.221592
73.0,5,53.188929,50.112365
65.0,9,53.20056,50.134976
37.0,5,53.239795,50.283144
69.0,9,53.227792,50.207605
51.0,2,53.185433,50.092962
59.0,16,53.228525,50.154011
60.0,3,53.25041,50.195145
85.0,6,53.199465,50.106167
55.8,10,53.351746,50.209662
44.0,5,53.224773,50.209374
61.3,12,53.192366,50.150867
34.7,3,53.229549,50.191974
75.2,22,53.215887,50.160982
77.2,6,53.202216,50.106356
68.0,12,53.196488,50.145477
52.4,9,53.194411,50.163632
82.0,22,53.218184,50.170244
61.0,14,53.233387,50.225778
66.0,9,53.235155,50.215474
79.7,9,53.208467,50.218403
74.0,15,53.204034,50.126298
43.0,2,53.280921,50.226622
41.0,3,53.321835,50.30376
44.2,5,53.342156,50.217666
36.0,4,53.216977,50.258512
42.0,5,53.158223,50.072525
72.6,9,53.193742,50.120998
31.0,5,53.136922,50.157488
36.0,9,53.199978,50.286585
68.0,16,53.20885,50.204191
77.7,12,53.192857,50.142154
72.0,12,53.206817,50.205278
51.8,9,53.241309,50.190483
59.5,5,53.244866,50.250284
29.0,2,53.243826,50.310857
42.0,5,53.210074,50.251173
53.0,3,53.309145,50.308414
71.6,21,53.243486,50.184168
43.5,9,53.383264,50.174915
58.0,9,53.238372,50.283647
39.0,5,53.295342,50.28936
63.0,24,53.213671,50.147229
53.5,25,53.209896,50.182982
35.5,4,53.213882,50.249601
55.8,9,53.255539,50.220244
47.7,5,53.249435,50.22814
57.0,5,53.209503,50.129685
68.0,12,53.197059,50.140914
25.5,2,53.192943,50.127655
73.2,10,53.224088,50.176083
56.0,4,53.346188,50.216848
74.4,14,53.223587,50.154029
57.2,8,53.214663,50.214073
49.0,5,53.24187,50.219319
50.5,5,53.217144,50.209976
66.8,10,53.19187,50.114261
31.6,5,53.102448,50.033323
112.0,14,53.201823,50.12672
28.5,2,53.101048,50.030969
14.0,4,53.217532,50.234303
77.3,19,53.24132,50.183413
41.0,5,53.230913,50.30456
49.5,5,53.252263,50.379138
53.3,5,53.211293,50.155134
53.0,5,53.195425,50.206859
75.0,9,53.212717,50.130817
62.3,19,53.240975,50.185416
52.0,5,53.217812,50.232066
62.2,10,53.220907,50.255287
43.5,3,53.205372,50.142019
57.5,9,53.24458,50.194453
36.5,2,53.243863,50.309474
40.0,5,53.160258,50.07549
61.7,10,53.233883,50.262142
70.0,3,53.114287,50.159464
27.8,2,53.347924,50.209042
55.0,9,53.219139,50.225104
55.8,9,53.244348,50.193672
48.7,9,53.22246,50.27567
45.0,2,53.203166,50.192019
67.0,2,53.185476,50.077933
33.2,2,53.223333,50.246664
39.0,5,53.296407,50.285345
33.8,3,53.302236,50.285677
37.2,2,53.215704,50.196061
57.0,5,53.186458,50.087383
51.0,2,53.245669,50.208467
94.8,8,53.185206,50.081499
101.2,8,53.18785,50.085685
61.0,9,53.264211,50.225912
54.4,5,53.190348,50.192154
44.5,19,53.220255,50.160246
32.0,6,53.144463,50.049528
32.0,9,53.510075,50.143088
76.8,8,53.204773,50.117782
40.5,23,53.295568,50.284698
73.0,17,53.207852,50.175418
47.3,5,53.189852,50.207236
48.6,5,53.213402,50.240959
73.0,16,53.1888,50.11621
52.0,4,53.218853,50.158009
61.0,10,53.264771,50.215905
68.4,16,53.243917,50.187402
77.8,8,53.187343,50.110353
52.0,3,53.186431,50.095765
37.5,5,53.144074,50.047282
87.0,5,53.208537,50.132101
49.0,5,53.243632,50.248433
112.0,10,53.188573,50.083871
70.0,3,53.185465,50.097444
58.0,2,53.192733,50.100544
59.3,12,53.193423,50.144274
38.3,5,53.233462,50.294005
92.0,5,53.195743,50.122687
59.7,10,53.249494,50.201802
36.0,2,53.186717,50.103373
65.0,10,53.263872,50.214935
30.5,2,53.225134,50.252098
65.0,9,53.245502,50.228356
50.2,5,53.212835,50.209177
41.0,2,53.205409,50.184806
47.0,5,53.189782,50.199583
29.0,2,53.205798,50.184051
47.8,5,53.200452,50.166444
46.0,5,53.243174,50.235201
51.0,26,53.202804,50.148585
40.5,5,53.144549,50.04386
45.0,3,53.27867,50.275158
40.3,5,53.390616,50.167199
57.0,9,53.246568,50.213489
76.6,9,53.209158,50.126658
39.2,5,53.124652,50.094094
77.0,5,53.206558,50.125849
30.0,4,53.213094,50.287222
