adress,area,floor,price,rooms,floors_total,year,latitude,longitude
"ул Ставропольская, 200, Кировский, Самара, Самарская область",77.5,1/10,4300000,4,10,1993,53.23081,50.250463
"Самара, проспект Карла Маркса, 453, Кировский, Самара, Самарская область",60.0,2/9,2990000,3,9,1976,53.243971,50.255808
"посёлок Сухая Самарка, Самара, Белорусская улица, 87к2, Куйбышевский, Самара, Самарская область",54.7,7/10,4500000,2,10,2001,53.141222,50.044147
"Самара, улица Тухачевского, 40А, подъезд 1, Железнодорожный, Самара, Самарская область",71.0,2/25,3300000,2,12,1985,53.190003,50.148352
"Самара, улица Металлистов, 6, Промышленный, Самара, Самарская область",35.0,3/9,1800000,1,9,1974,53.220503,50.274233
"Россия, Самарская область, Самара, Пензенская, 56, Железнодорожный, Самара, Самарская область",76.0,12/12,4490000,3,12,1984,53.19242,50.142684
"Самара, улица Аэропорт 2, 8, Кировский, Самара, Самарская область",59.0,5/5,2500000,3,5,1984,53.251644,50.37682
"Самара, Красноглинский район, посёлок Красная Глинка, 5-й квартал, 5, Красноглинский, Самара, Самарская область",35.0,10/10,2100000,1,5,1974,53.373756,50.186476
"Самара, проспект Ленина, 14, Октябрьский, Самара, Самарская область",85.0,4/9,4700000,3,9,1974,53.209967,50.13839
"Самара, улица Свободы, 7, Советский, Самара, Самарская область",45.0,5/5,2599000,2,5,1961,53.209789,50.234024
"Самара, улица Железной Дивизии, 11, Промышленный, Самара, Самарская область",60.0,1/9,3500000,3,9,1977,53.210916,50.280368
"Самарская область,Самара,Железнодорожный район,Урицкого улица,30, Железнодорожный, Самара, Самарская область",79.0,9/10,4600000,3,10,1,53.189442,50.137976
"Самара, улица Свободы, 67, Советский, Самара, Самарская область",31.0,5/5,1800000,1,5,1970,53.211304,50.236423
"Самара, улица Гастелло, 32, Октябрьский, Самара, Самарская область",69.0,8/18,4850000,2,20,2011,53.221678,50.196547
"Самара, улица Алексея Толстого, 135, Самарский, Самара, Самарская область",90.0,2/13,8000000,2,10,2013,53.192204,50.087958
"Россия, Самарская область, Самара, Промышленности ул, 298, Советский, Самара, Самарская область",20.0,6/9,1249945,1,9,1981,53.200808,50.225966
"Самара, улица Венцека, 78, Самарский, Самара, Самарская область",95.0,2/8,6000000,2,9,2004,53.18301,50.099816
"Самара, улица Георгия Димитрова, 20, Кировский, Самара, Самарская область",22.0,3/9,1750000,1,9,1975,53.25103,50.237564
"Самара, Садовая улица, 156, Ленинский, Самара, Самарская область",200.0,2/8,18500000,5,2,1917,53.239881,50.060515
"ул. Новокомсомольская, 40, Куйбышевский, Самара, Самарская область",113.8,1/10,3755400,3,10,2010,53.14941,50.089979
"посёлок Сухая Самарка, Самара, Белорусская улица, 131, Куйбышевский, Самара, Самарская область",36.0,9/10,2200000,1,10,2007,53.142627,50.041542
"Самара, улица Советской Армии, 154, Советский, Самара, Самарская область",33.1,5/5,2150000,1,5,1967,53.217505,50.206464
"Самарская область, Волжский район, жилой район Южный Город - 2, Губернаторская улица, 49, Самара, Самарская область",58.0,1/9,3050000,2,11,2017,53.094981,50.167738
"Самара, Ташкентская улица, 131, Кировский, Самара, Самарская область",50.0,12/12,2650000,2,12,1977,53.248314,50.249448
"Самара, Красноглинский район, посёлок Управленческий, Солдатская улица, 12, Красноглинский, Самара, Самарская область",33.5,1/12,1900000,1,,,53.348596,50.214468
"Самара, проспект Кирова, 435, Промышленный, Самара, Самарская область",58.0,7/10,5900000,2,10,2011,53.261911,50.211665
"Россия, Самарская область, Самара, Циолковского ул, 1а, Октябрьский, Самара, Самарская область",160.0,7/10,12700000,5,11,1999,53.208252,50.127915
"Самара, Воронежская улица, 186, Промышленный, Самара, Самарская область",47.0,1/5,2640000,2,5,1967,53.239078,50.223047
"посёлок Соцгород, Долотный переулок, 16, Куйбышевский, Самара, Самарская область",28.0,4/9,950000,1,9,1985,53.120205,50.08591
"Куйбышевский район, Самара, улица Нефтяников, 22, Куйбышевский, Самара, Самарская область",55.5,2/4,2390000,2,4,1958,53.115244,50.083404
"Улица Л. Шмидта 3, Октябрьский, Самара, Самарская область",136.0,13/14,9600000,3,14,2003,53.224956,50.151038
"Самара, 5-я просека, 109, Октябрьский, Самара, Самарская область",46.0,2/5,3400000,1,18,2015,53.242031,50.184015
"Самара, улица Тухачевского, 227, Железнодорожный, Самара, Самарская область",33.0,5/5,1900000,1,5,1,53.197335,50.159132
"Самара, Ново-Садовая улица, 201А, Октябрьский, Самара, Самарская область",81.0,6/24,5000000,2,,,53.235095,50.054667
"посёлок Сухая Самарка, Самара, Белорусская улица, 97, подъезд 1, Куйбышевский, Самара, Самарская область",60.0,5/5,2200000,3,5,1972,53.143259,50.048711
"Самара, улица Тухачевского, 40А, Железнодорожный, Самара, Самарская область",72.0,12/25,3500000,2,12,1985,53.189706,50.148199
"Самара, улица Александра Матросова, 98, Промышленный, Самара, Самарская область",59.2,3/5,2700000,3,5,1967,53.134356,50.25023
"Россия, Самарская область, Самара, Челюскинцев ул, 13, Октябрьский, Самара, Самарская область",60.0,3/9,4300000,3,9,1973,53.208349,50.142055
"ул Парижской Коммуны, 28, Красноглинский, Самара, Самарская область",65.0,9/9,3150000,3,9,1985,53.350687,50.211701
"Самарская область,Самара,Промышленный район,Московское шоссе,252Б, Промышленный, Самара, Самарская область",71.7,4/9,4700000,3,9,1987,53.24507,50.21074
"посёлок Соцгород, Самара, улица Игоря Егорова, 2, Куйбышевский, Самара, Самарская область",59.8,11/18,2800000,2,18,2011,53.106871,50.080924
"Самарская область,Самара,Промышленный район,Александра Матросова улица,100/21, Промышленный, Самара, Самарская область",58.0,3/5,2650000,3,5,1967,53.222428,50.228329
"ул Красноармейская, д. 19, Ленинский, Самара, Самарская область",56.0,3/5,5000000,3,5,1928,53.193591,50.099232
"Россия, Самарская область, Самара, Оружейная ул, 6, Куйбышевский, Самара, Самарская область",38.0,1/1,800000,3,1,1960,53.138327,50.133099
"Самара, Осетинская улица, 5, Куйбышевский, Самара, Самарская область",82.0,9/16,4200000,3,18,2016,53.153325,50.074501
"село Зольное, городской округ Жигулёвск, Самарская область, Подгорная улица, 27, Самара, Самарская область",44.6,2/2,850000,2,2,1976,53.444909,49.80613
"Самарская область,Самара,Промышленный район,6-я просека,125, Промышленный, Самара, Самарская область",60.0,11/16,3680000,1,16,2003,53.24784,50.190151
"Самара, Шариковый переулок, 2, Кировский, Самара, Самарская область",29.4,5/5,1600000,1,5,1976,53.236502,50.245478
"Самара, улица Антонова-Овсеенко, 87, Советский, Самара, Самарская область",56.3,5/5,2500000,3,5,1962,53.212005,50.22081
"Россия, Самарская область, Самара, Советской Армии ул, 157, Советский, Самара, Самарская область",31.6,5/5,2050000,1,5,1968,53.218443,50.207982
"Самарская область,Самара,Красноглинский район,Ивана Финютина бульвар,23, Красноглинский, Самара, Самарская область",33.0,1/3,1500000,1,3,2011,53.319172,50.309025
"Самарская область,Самара,Промышленный район,Аминева улица,15, Промышленный, Самара, Самарская область",40.0,1/9,2230000,1,9,1986,53.248761,50.210408
"Самара, проспект Карла Маркса, 248, Советский, Самара, Самарская область",58.0,5/5,3000000,3,5,1966,53.223727,50.207084
"Самара, посёлок Соцгород, Пугачевский тракт, 70, Куйбышевский, Самара, Самарская область",43.0,3/5,2200000,2,5,1961,53.1196,50.086072
"Самарская область, Волжский район, сельское поселение Лопатино, поселок Новоберёзовский, улица Специалистов, 10, Самара, Самарская область",52.0,2/2,1250000,2,2,1992,53.044203,50.184815
"Самара, улица Осипенко, 2В, Октябрьский, Самара, Самарская область",68.0,15/16,6890000,3,16,1980,53.214938,50.13247
"Самара, улица Стара Загора, 197, Кировский, Самара, Самарская область",31.0,4/5,1950000,1,5,1968,53.244478,50.236989
"Самара, улица Бубнова, 11, Промышленный, Самара, Самарская область",32.0,1/9,1900000,1,9,1982,53.25632,50.222984
"Самара, улица Степана Разина, 154, Самарский, Самара, Самарская область",386.0,7/11,27000000,5,9,2003,53.192183,50.089153
"городской округ Самара, поселок Берёза, 3-й квартал, 1, Красноглинский, Самара, Самарская область",18.0,5/5,700000,0,5,1966,53.515424,50.141345
"Самара, проспект Карла Маркса, 197, Октябрьский, Самара, Самарская область",33.0,4/5,1990000,1,5,1962,53.211811,50.183988
"7-я просека, д. 100, Промышленный, Самара, Самарская область",53.0,14/19,4999000,2,21,2014,53.25556,50.198424
"Самара, Ленинская улица, 202, подъезд 4, Ленинский, Самара, Самарская область",111.0,8/10,7900000,3,10,1999,53.1968,50.112608
"Самара, Самолётная улица, 115, Кировский, Самара, Самарская область",48.0,1/2,1200000,1,2,1954,53.244726,50.311414
"Самара, Вольская улица, 59, Промышленный, Самара, Самарская область",29.3,5/5,1620000,1,5,1979,53.216443,50.239342
"Самара, улица Гагарина, 114, Советский, Самара, Самарская область",30.2,1/5,2050000,1,5,1962,53.201671,50.212689
"ул. Ново-Садовая, д. 201, Октябрьский, Самара, Самарская область",80.0,5/25,5147000,2,,,53.221651,50.168429
"Самара, Запорожская улица, 17, Советский, Самара, Самарская область",31.0,7/9,2050000,1,9,1988,53.203667,50.223451
"Самарская область,Самара,Железнодорожный район,Мяги улица,29, Железнодорожный, Самара, Самарская область",44.0,2/5,2450000,2,5,1967,53.199088,50.172849
"Самара, Ставропольская улица, 198, Кировский, Самара, Самарская область",55.0,6/10,3400000,1,10,2009,53.229549,50.247993
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 67, Красноглинский, Самара, Самарская область",30.0,2/3,1550000,1,3,2014,53.32568,50.317783
"Самарская область,Самара,Кировский район,Севастопольская улица,46А, Кировский, Самара, Самарская область",32.0,4/5,1750000,1,4,1959,53.227651,50.258512
"Самара, улица Дзержинского, 9А, Железнодорожный, Самара, Самарская область",46.0,1/5,3100000,2,5,1968,53.193752,50.173586
"жилой район Южный Город - 1, Волжский район, Самарская область, Земская улица, 9, Самара, Самарская область",53.0,8/9,2700000,2,10,2015,53.114568,50.146295
"Самара, улица Челюскинцев, 10, Октябрьский, Самара, Самарская область",46.8,3/9,3650000,2,9,1974,53.209756,50.142971
"Самара, Лесная улица, 31, Октябрьский, Самара, Самарская область",208.0,16/18,36000000,4,18,2004,53.222746,50.051981
"Россия, Самарская область, Самара, Никитинская ул, 30, Железнодорожный, Самара, Самарская область",40.1,4/15,3400000,1,15,2011,53.190467,50.117459
"Самара, улица Победы, 90, Советский, Самара, Самарская область",69.5,5/5,4300000,3,5,1958,53.211401,50.244669
"Самара, улица Стара Загора, 53А, Промышленный, Самара, Самарская область",64.0,4/8,3690000,2,5,1966,53.22915,50.208494
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Виталия Жалнина, 11, Красноглинский, Самара, Самарская область",69.9,3/3,3600000,3,3,2013,53.312642,50.310785
"Самара, улица Стара Загора, 105, Промышленный, Самара, Самарская область",46.2,5/5,2300000,2,5,1966,53.231074,50.218564
"Николаевский Проспект 36, Самара, Самарская область",28.0,1/7,1800000,1,10,2016,53.114222,50.148145
"Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 25, Красноглинский, Самара, Самарская область",46.0,3/3,2700000,2,3,2012,53.316386,50.311351
"Самара, улица Металлистов, 10, Промышленный, Самара, Самарская область",31.0,2/5,1850000,1,5,1969,53.221042,50.273703
"Самара, улица Александра Матросова, 153А, Промышленный, Самара, Самарская область",40.5,2/9,2100000,2,9,1991,53.134356,50.25023
"Самарская область,Самара,Советский район,Промышленности улица,116, Советский, Самара, Самарская область",53.0,1/9,2500000,2,,,53.180247,50.192998
"Самара, проспект Карла Маркса, 11, Железнодорожный, Самара, Самарская область",57.0,1/10,3150000,2,10,1,53.188719,50.13688
"Самара, проспект Карла Маркса, 4Б, Железнодорожный, Самара, Самарская область",39.0,18/24,2631000,1,25,2017,53.192107,50.134069
"Самара, Революционная улица, 7, Октябрьский, Самара, Самарская область",45.0,5/16,3600000,1,16,2008,53.216065,50.163093
"Самарская область,Самара,Октябрьский район,Ново-Садовая улица,303а, Октябрьский, Самара, Самарская область",55.3,9/16,3700000,1,,1,53.234691,50.191525
"Самара, Можайский переулок, 1, Советский, Самара, Самарская область",29.0,4/10,1470000,1,10,1988,53.18758,50.21498
"6-я просека, д.144, Промышленный, Самара, Самарская область",55.0,8/16,3199000,1,16,2009,53.248029,50.193169
"Самара, улица Георгия Димитрова, 88, подъезд 2, Промышленный, Самара, Самарская область",42.0,2/9,2500000,1,9,1983,53.256212,50.227637
"пр.Металлургов 10а, Кировский, Самара, Самарская область",78.0,2/5,3800000,3,4,1954,53.227452,50.260902
"Самара, проспект Карла Маркса, 478, Кировский, Самара, Самарская область",70.3,9/10,3600000,3,9,1986,53.248643,50.258431
"Самара, Черемшанская улица, 240, Кировский, Самара, Самарская область",47.0,1/5,2150000,2,5,1973,53.245394,50.262384
"ул Средне-Садовая 68, Промышленный, Самара, Самарская область",29.5,1/9,1550000,1,9,1989,53.221673,50.220253
"Мечникова дом 5, Железнодорожный, Самара, Самарская область",50.0,7/16,3150000,1,19,2016,53.186339,50.134868
"Щигровский пер, 12, Промышленный, Самара, Самарская область",30.4,7/9,1900000,1,9,1999,53.207329,50.284276
"Самара, 5-я просека, 99А, Октябрьский, Самара, Самарская область",220.0,22/23,12000000,4,23,2008,53.243174,50.184446
"Самара, Ново-Вокзальная улица, 60, Промышленный, Самара, Самарская область",32.0,1/2,1660000,1,2,1958,53.220444,50.237968
"Самара, проспект Кирова, 389, Кировский, Самара, Самарская область",35.7,14/16,2330000,1,16,1981,53.249871,50.225814
"Самара, Чернореченская улица, 32, Ленинский, Самара, Самарская область",53.0,1/9,4900000,3,9,1978,53.198041,50.141282
"ул. Виталия Талабаева, д. 8, Куйбышевский, Самара, Самарская область",65.5,14/16,2620000,2,,,53.147363,50.080008
"Московское шоссе, 4, Октябрьский, Самара, Самарская область",74.0,1/5,6000000,3,5,1961,53.204503,50.160542
"Самара, Запорожская улица, 39, Советский, Самара, Самарская область",17.0,6/9,1290000,1,9,1977,53.20946,50.221556
"Самара, проспект Ленина, 14, Октябрьский, Самара, Самарская область",43.0,9/9,3090000,2,9,1974,53.209967,50.13839
"Самара, улица Лейтенанта Шмидта, 10, Октябрьский, Самара, Самарская область",42.0,9/17,4000000,1,1,1926,53.225145,50.152143
"Самара, улица Гагарина, 97, Советский, Самара, Самарская область",45.0,5/5,2700000,2,5,1961,53.200156,50.197804
"Самара, улица Красных Коммунаров, 36, Промышленный, Самара, Самарская область",45.0,5/5,2100000,2,5,1961,53.211072,50.253329
"Самара, 5-я просека, 115, Октябрьский, Самара, Самарская область",77.0,15/19,6280000,2,21,2016,53.241304,50.182668
"Самара, проспект Кирова, 393, Кировский, Самара, Самарская область",85.0,5/16,4890000,3,16,1989,53.250561,50.2254
"Самара, улица Лукачева, 10, Октябрьский, Самара, Самарская область",48.5,3/24,3490000,1,22,2014,53.216998,50.166444
"посёлок Соцгород, Самара, Калининградская улица, 50, Куйбышевский, Самара, Самарская область",64.0,5/9,2500000,3,9,1974,53.109401,50.077978
"ул Черемшанская, 258, Кировский, Самара, Самарская область",46.9,1/9,1800000,2,9,1974,53.246353,50.268259
"ул. Ново-Садовая, 271, Октябрьский, Самара, Самарская область",75.0,10/17,5100000,2,16,2008,53.230056,50.181949
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",70.2,16/27,3720600,2,,,53.215769,50.261701
"Самара, улица Стара Загора, 283, Кировский, Самара, Самарская область",35.0,3/5,2000000,1,5,1972,53.249413,50.256958
"поселок Прибрежный, Самара, Звёздная улица, 7, Красноглинский, Самара, Самарская область",28.6,4/5,1100000,1,5,1964,53.485944,49.847425
"Самара, улица Тухачевского, 40А, Железнодорожный, Самара, Самарская область",51.0,8/25,2250000,1,12,1985,53.189706,50.148199
"ул Тухачевского 90, Железнодорожный, Самара, Самарская область",83.0,10/10,6000000,3,10,2002,53.196757,50.155287
"Самара, улица Мира, 47, Красноглинский, Самара, Самарская область",35.0,2/3,1575000,1,3,2015,53.445472,49.797371
"Самара, улица Мечникова, 50А, Железнодорожный, Самара, Самарская область",68.0,10/17,6900000,2,17,2010,53.190235,50.133871
"Самара, Черемшанская улица, 238, Кировский, Самара, Самарская область",47.0,4/5,2090000,2,5,1973,53.244984,50.2626
"Самара, улица Тухачевского, 80, Железнодорожный, Самара, Самарская область",61.0,7/20,2999000,1,22,2017,53.195295,50.152053
"Самарская область,Самара,Октябрьский район,Советской Армии улица,201, Октябрьский, Самара, Самарская область",56.0,2/6,3400000,2,6,1985,53.229339,50.193223
"Самарская область,Самара,Промышленный район,Ново-Садовая улица,232, Промышленный, Самара, Самарская область",56.0,3/12,3200000,2,12,1991,53.251671,50.205682
"Самара, Садовая улица, 227, Ленинский, Самара, Самарская область",173.6,5/6,15000000,5,5,2000,53.239881,50.060515
"Самара, улица Карла Либкнехта, 8, Октябрьский, Самара, Самарская область",43.0,12/23,2900000,1,22,2015,53.224266,50.151757
"Самара, улица Авроры, 157, Советский, Самара, Самарская область",43.0,2/5,2900000,2,5,1961,53.199875,50.190564
"Самарская область,Самара,Кировский район,Железной Дивизии улица,7, Промышленный, Самара, Самарская область",24.0,7/9,1220000,1,9,1976,53.210091,50.279111
"Мичурина, 132, Октябрьский, Самара, Самарская область",47.5,13/14,3670000,1,14,2007,53.215343,50.164567
"Водителей, 5, Железнодорожный, Самара, Самарская область",91.0,1/10,4100000,3,10,2012,53.197718,50.183764
"Самара, проспект Карла Маркса, 360А, Промышленный, Самара, Самарская область",44.0,5/16,3100000,1,,1,53.237515,50.23724
"Самара, улица Агибалова, 9, Железнодорожный, Самара, Самарская область",45.0,5/5,2650000,2,5,1961,53.191174,50.121968
"Самарская область,Самара,Куйбышевский район,Белорусская улица,85, Куйбышевский, Самара, Самарская область",75.0,3/10,3300000,3,10,1999,53.141217,50.045926
"Самара, Ново-Садовая улица, 194, Промышленный, Самара, Самарская область",29.0,6/9,2100000,1,9,1987,53.239784,50.193367
"Самара, Пугачёвская улица, 61, Кировский, Самара, Самарская область",28.5,8/9,1700000,1,9,1978,53.232266,50.271008
"Самара, улица Свободы, 225, Кировский, Самара, Самарская область",50.9,1/5,2490000,2,,,53.236297,50.283171
"Самара, Ташкентская улица, 248, Промышленный, Самара, Самарская область",83.2,8/9,5700000,3,,1,53.269538,50.218537
"Самара, Партизанская улица, 76, Железнодорожный, Самара, Самарская область",57.0,4/5,3650000,3,5,1967,53.19467,50.166561
"посёлок Управленческий, Красноглинский район, Самара, Коптевская улица, 1, Красноглинский, Самара, Самарская область",32.0,1/5,1400000,1,5,1971,53.342339,50.227493
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 20, Красноглинский, Самара, Самарская область",57.0,1/3,2500000,2,3,2012,53.317327,50.309303
"Самара, Галактионовская улица, 130, Ленинский, Самара, Самарская область",31.0,3/9,3300000,1,12,1973,53.201235,50.110829
"Самара, проспект Кирова, 239, подъезд 4, Кировский, Самара, Самарская область",50.4,5/5,2440000,3,5,1967,53.235322,50.243537
"Самарская область, Самара, посёлок Соцгород, Молодежный переулок, д.22, Куйбышевский, Самара, Самарская область",66.0,3/4,2200000,3,4,1954,53.091201,50.120837
"Самарская область,Самара,Красноглинский район,Крутые ключи,Ивана Финютина бульвар,27, Красноглинский, Самара, Самарская область",44.0,3/3,2200000,2,3,2011,53.321598,50.306518
"Самарская область,Самара,Ленинский район,Садовая улица,329, Ленинский, Самара, Самарская область",82.0,2/16,6600000,2,16,2009,53.202793,50.122561
"Ново-Садовая 106 Н, Октябрьский, Самара, Самарская область",40.0,5/22,3850000,0,22,2014,53.222039,50.153454
"Россия, Самарская область, Самара, Кирова пр-кт, 201, Кировский, Самара, Самарская область",106.0,3/10,7244000,4,10,1994,53.231031,50.248586
"Самарская область,Самара,Ленинский район,Молодогвардейская улица,172, Ленинский, Самара, Самарская область",184.0,5/10,20700000,4,10,2002,53.198899,50.104074
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Виталия Жалнина, 5, Красноглинский, Самара, Самарская область",57.0,3/3,2650000,2,3,2013,53.312163,50.309653
"Самара, улица Георгия Димитрова, 110А, Промышленный, Самара, Самарская область",79.0,5/10,6000000,3,11,2012,53.261696,50.222562
"Самара, Красноглинский район, микрорайон Крутые Ключи, улица Виталия Жалнина, 12, Красноглинский, Самара, Самарская область",50.3,2/3,2480000,2,3,2013,53.313917,50.309698
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",70.2,16/27,3721130,2,,,53.215769,50.261701
"Самарская область,Самара,Советский район,Победы улица,8а, Советский, Самара, Самарская область",32.0,5/5,1700000,1,5,1967,53.20418,50.227844
"Самарская область,Самара,Красноглинский район,Красная Глинка,4-й квартал,6, Красноглинский, Самара, Самарская область",44.9,5/5,1750000,2,5,1999,53.392071,50.16904
"ул Сердобская, 7, Промышленный, Самара, Самарская область",44.9,1/5,2170000,1,4,1962,53.21592,50.232524
"Самарская область,Самара,Кировский район,Демократическая улица,6, Промышленный, Самара, Самарская область",45.0,3/4,1770000,2,12,1992,53.262784,50.213992
"Самара, улица Чкалова, 72, Ленинский, Самара, Самарская область",96.0,3/8,7700000,2,11,2015,53.201364,50.123424
"Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 25, Самара, Самарская область",34.0,4/9,1900000,1,10,2016,53.113,50.148029
"Самара, Перекопская улица, 9, Советский, Самара, Самарская область",45.0,2/5,2250000,2,5,1965,53.195608,50.211584
"Самарская область,Самара,Кировский район,Ташкентский переулок,45, Кировский, Самара, Самарская область",36.2,3/6,1970000,1,6,1999,53.237418,50.262995
"Аэродромная, 98, Советский, Самара, Самарская область",34.0,6/9,1850000,2,9,1981,53.193413,50.206473
"Самара, Чапаевская улица, 206, Ленинский, Самара, Самарская область",30.0,3/5,3400000,1,6,1969,53.197836,50.100903
"Самара, улица Венцека, 74, Самарский, Самара, Самарская область",79.9,5/7,5890000,3,7,1993,53.182918,50.099079
"Самара, Ташкентская улица, 158, Кировский, Самара, Самарская область",63.0,3/5,3800000,3,5,1970,53.256514,50.241453
"посёлок Управленческий, Красноглинский район, Самара, Крайняя улица, 14, Красноглинский, Самара, Самарская область",49.0,2/5,2050000,2,8,1974,53.34114,50.221205
"посёлок Управленческий, Красноглинский район, Самара, улица Сергея Лазо, 25, подъезд 2 кв 23, Красноглинский, Самара, Самарская область",56.0,1/5,2500000,3,5,1966,53.345769,50.227305
"Симферопольская ул., д. 1 п. Управленческий, Красноглинский, Самара, Самарская область",70.0,2/4,3399000,2,4,1956,53.347371,50.216121
"Самара, Спортивная улица, 3, Железнодорожный, Самара, Самарская область",48.3,1/9,2550000,2,9,1971,53.187246,50.122301
"Самара, Алма-Атинская улица, 146, Кировский, Самара, Самарская область",70.0,8/9,3550000,3,9,1975,53.254968,50.263237
"Самарская область,Самара,Красноглинский район,Крутые ключи,Ивана Финютина бульвар,9, Красноглинский, Самара, Самарская область",48.6,1/3,2100000,2,3,2011,53.321706,50.305027
"Карла Маркса Проспект, 4А, Железнодорожный, Самара, Самарская область",44.3,21/24,2799000,1,25,2015,53.191335,50.1345
"Самарская область,Самара,Промышленный район,Солнечная улица,43А, Промышленный, Самара, Самарская область",73.0,1/10,4650000,2,,1,53.255668,50.205682
"Партизанская, 122, Железнодорожный, Самара, Самарская область",45.9,1/5,2100000,2,5,1962,53.188514,50.180323
"Самара, улица Шверника, 17, подъезд 3, Промышленный, Самара, Самарская область",68.3,9/9,3550000,3,9,1989,53.244893,50.194741
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 18, Красноглинский, Самара, Самарская область",38.0,1/3,1670000,1,3,2012,53.317155,50.308962
"Самара, улица Челюскинцев, 10, Октябрьский, Самара, Самарская область",57.0,4/9,4199000,3,9,1974,53.209756,50.142971
"Самара, улица Победы, 121, Кировский, Самара, Самарская область",46.1,5/5,2600000,2,5,1965,53.160766,50.374575
"посёлок Соцгород, Самара, Бакинская улица, 36, Куйбышевский, Самара, Самарская область",44.0,4/5,2000000,2,5,1960,53.119335,50.082892
"посёлок Соцгород, Самара, Калининградская улица, 4, подъезд 1, Куйбышевский, Самара, Самарская область",44.0,3/5,2150000,2,5,1965,53.116611,50.070216
"Самарская область,Самара,Октябрьский район,Санфировой улица,99, Октябрьский, Самара, Самарская область",50.0,7/16,3480000,1,17,2015,53.221565,50.19272
"Самара, улица Стара Загора, 48, Октябрьский, Самара, Самарская область",97.3,19/22,4500000,3,21,2012,53.223236,50.194013
"Самара, Каховская улица, 12, Промышленный, Самара, Самарская область",69.4,1/4,2650000,3,4,1956,53.216907,50.268448
"посёлок Соцгород, Самара, Придорожная улица, 11, Куйбышевский, Самара, Самарская область",60.0,4/9,2700000,2,9,1984,53.121794,50.081041
"Самара, Пятигорская улица, 10, Железнодорожный, Самара, Самарская область",34.0,9/9,2000000,1,9,1989,53.187688,50.140141
"Самара, Измайловский переулок, 2, Советский, Самара, Самарская область",61.0,3/9,3000000,2,9,1995,53.188908,50.218331
"Самара, улица Мяги, 11, Железнодорожный, Самара, Самарская область",43.0,5/5,2200000,2,5,1967,53.193348,50.172813
"Самара, Садовая улица, 256, Ленинский, Самара, Самарская область",170.0,5/10,15800000,4,9,2002,53.239881,50.060515
"Самара, Ставропольская улица, 157, Кировский, Самара, Самарская область",46.8,1/5,2530000,2,5,1974,53.231489,50.25491
"Самара, улица Победы, 112, Промышленный, Самара, Самарская область",54.2,2/2,2350000,2,2,1943,53.219284,50.262007
"Россия, Самарская область, Самара, Галактионовская ул, 63, Самарский, Самара, Самарская область",33.0,1/1,1900000,2,1,1917,53.189695,50.101002
"ул Ташкентская, 133, Кировский, Самара, Самарская область",33.0,12/12,1850000,1,12,1978,53.248702,50.249772
"Самара, улица Тухачевского, 80, подъезд 1, Железнодорожный, Самара, Самарская область",40.0,2/16,2600000,2,22,2017,53.195619,50.152251
"Самара, Вольская улица, 87, Промышленный, Самара, Самарская область",74.0,9/17,5050000,2,17,2009,53.219921,50.245577
"Самара, улица Промышленности, 315, Советский, Самара, Самарская область",22.0,4/5,1950000,1,5,1977,53.199465,50.227979
"Самара, Осетинская улица, 7А, Куйбышевский, Самара, Самарская область",38.0,10/16,1650000,1,18,2016,53.15238,50.072687
"ул. Ново-Садовая, д. 201Б, Октябрьский, Самара, Самарская область",73.0,21/25,4500000,2,,,53.22157,50.169202
"Самара, улица Губанова, 15, Промышленный, Самара, Самарская область",160.0,5/10,10990000,4,,,53.253142,50.205808
"ул Стара Загора, 299, Кировский, Самара, Самарская область",66.7,12/12,2900000,3,12,1977,53.252463,50.263507
"Самара, улица Советской Армии, 142, Советский, Самара, Самарская область",32.0,1/5,1630000,1,5,1967,53.215014,50.209015
"ул Алексея Толстого, 20, Самарский, Самара, Самарская область",52.7,1/2,2800000,2,2,1917,53.179891,50.078625
"Самара, Чапаевская улица, 205, Ленинский, Самара, Самарская область",58.0,10/25,7500000,1,24,2007,53.200102,50.103149
"Самара, улица Агибалова, 70, Железнодорожный, Самара, Самарская область",58.0,1/12,4000000,2,12,1994,53.192166,50.12107
"Самара, проспект Карла Маркса, 372А, Кировский, Самара, Самарская область",25.0,4/5,1180000,1,5,1970,53.241703,50.237797
"посёлок Соцгород, Самара, улица Игоря Егорова, 4, Куйбышевский, Самара, Самарская область",80.2,6/10,3150000,2,10,1999,53.105579,50.082335
"Советская улица, 11, Кировский, Самара, Самарская область",63.4,9/10,3280000,3,9,1987,53.2266,50.271394
"Самара, улица Мира, 37, Красноглинский, Самара, Самарская область",34.5,1/3,1550000,1,3,2014,53.445472,49.797371
"Самара, улица Железной Дивизии, 5, Промышленный, Самара, Самарская область",32.0,4/12,1700000,1,9,1975,53.209745,50.278293
"Самара, Лесная улица, 31, Октябрьский, Самара, Самарская область",150.0,11/18,15400000,3,18,2004,53.222746,50.051981
